"hc_id","year","identified_high_risk_6_9","sealants_high_risk_6_9"
"'010030",2019,"327","166"
"'010040",2019,"0","0"
"'010060",2019,"79","64"
"'010070",2019,"46","25"
"'010120",2019,"2","1"
"'010130",2019,"0","0"
"'010150",2019,"109","61"
"'010160",2019,"76","63"
"'010170",2019,"104","75"
"'010220",2019,"34","24"
"'010330",2019,"134","79"
"'010340",2019,"16","4"
"'010380",2019,"14","4"
"'010450",2019,"7","5"
"'010460",2019,"23","7"
"'010480",2019,"95","58"
"'010530",2019,"134","90"
"'010570",2019,"29","25"
"'010580",2019,"935","506"
"'010600",2019,"7","5"
"'010640",2019,"147","111"
"'010700",2019,"35","18"
"'010710",2019,"303","63"
"'010720",2019,"228","115"
"'010760",2019,"0","0"
"'010800",2019,"63","24"
"'010810",2019,"105","79"
"'010830",2019,"149","67"
"'010840",2019,"58","57"
"'010850",2019,"63","53"
"'010860",2019,"19","16"
"'010980",2019,"4","1"
"'011190",2019,"0","0"
"'011210",2019,"0","0"
"'0112200",2019,"0","0"
"'0112210",2019,"159","98"
"'0112220",2019,"0","0"
"'0112230",2019,"46","25"
"'011230",2019,"17","3"
"'011260",2019,"36","21"
"'011270",2019,"170","77"
"'011280",2019,"60","50"
"'011430",2019,"192","157"
"'011440",2019,"200","110"
"'0114410",2019,"13","9"
"'011450",2019,"4","3"
"'011460",2019,"92","75"
"'0115570",2019,"38","18"
"'011580",2019,"0","0"
"'011640",2019,"0","0"
"'011720",2019,"0","0"
"'011820",2019,"261","223"
"'011830",2019,"109","36"
"'011890",2019,"148","58"
"'011930",2019,"101","53"
"'011990",2019,"208","111"
"'012010",2019,"85","43"
"'012070",2019,"341","253"
"'012080",2019,"404","246"
"'012120",2019,"109","56"
"'012160",2019,"0","0"
"'012230",2019,"23","21"
"'012410",2019,"774","684"
"'013240",2019,"211","119"
"'013250",2019,"90","30"
"'013260",2019,"58","46"
"'013280",2019,"2","2"
"'013370",2019,"298","113"
"'013470",2019,"3","1"
"'013600",2019,"34","19"
"'013840",2019,"51","25"
"'013900",2019,"1046","574"
"'013970",2019,"164","116"
"'014060",2019,"57","57"
"'014580",2019,"319","96"
"'015110",2019,"38","13"
"'015160",2019,"197","68"
"'015170",2019,"20","16"
"'019970",2019,"128","68"
"'019980",2019,"176","81"
"'01E00009",2019,"0","0"
"'01E00010",2019,"47","27"
"'01E00011",2019,"20","20"
"'01E00025",2019,"0","0"
"'01E00040",2019,"46","46"
"'01E00051",2019,"62","30"
"'01E00069",2019,"81","19"
"'01E00089",2019,"148","60"
"'01E00090",2019,"30","17"
"'01E00228",2019,"5","3"
"'01E00272",2019,"0","0"
"'01E00392",2019,"43","32"
"'01E01028",2019,"307","212"
"'01E01057",2019,"28","25"
"'01E01077",2019,"19","19"
"'01E01088",2019,"1","0"
"'01E01113",2019,"0","0"
"'01E01166",2019,"32","17"
"'01E01168",2019,"16","9"
"'01E01210",2019,"11","7"
"'01E01212",2019,"108","48"
"'020010",2019,"145","78"
"'020020",2019,"1","0"
"'020070",2019,"85","29"
"'020110",2019,"623","416"
"'020130",2019,"22","3"
"'020150",2019,"75","55"
"'020160",2019,"428","106"
"'020180",2019,"205","101"
"'020390",2019,"57","33"
"'020490",2019,"267","85"
"'020500",2019,"281","152"
"'020560",2019,"1574","1285"
"'020620",2019,"186","86"
"'020650",2019,"5","5"
"'020660",2019,"33","24"
"'020670",2019,"32","24"
"'020680",2019,"94","20"
"'020690",2019,"0","0"
"'020700",2019,"83","43"
"'020710",2019,"126","52"
"'020730",2019,"143","119"
"'020800",2019,"0","0"
"'020870",2019,"112","51"
"'020890",2019,"95","62"
"'020910",2019,"137","137"
"'020930",2019,"562","427"
"'021030",2019,"28","28"
"'021040",2019,"83","82"
"'021080",2019,"0","0"
"'021200",2019,"16","7"
"'021210",2019,"889","309"
"'021230",2019,"201","45"
"'021240",2019,"226","58"
"'021250",2019,"184","75"
"'021260",2019,"0","0"
"'021270",2019,"786","187"
"'021280",2019,"868","233"
"'021300",2019,"106","8"
"'0213350",2019,"391","324"
"'021390",2019,"184","156"
"'021400",2019,"12","4"
"'021500",2019,"87","21"
"'021510",2019,"351","63"
"'021520",2019,"540","297"
"'021610",2019,"338","310"
"'0216220",2019,"43","4"
"'021630",2019,"12","11"
"'021770",2019,"0","0"
"'0217710",2019,"123","69"
"'021790",2019,"33","9"
"'021830",2019,"227","66"
"'021870",2019,"0","0"
"'0218870",2019,"2088","1482"
"'0219440",2019,"91","42"
"'021960",2019,"421","199"
"'021980",2019,"19","13"
"'022030",2019,"93","20"
"'022070",2019,"712","217"
"'022090",2019,"99","25"
"'022110",2019,"385","271"
"'022120",2019,"26","10"
"'022230",2019,"13","8"
"'023480",2019,"186","125"
"'023600",2019,"334","275"
"'023710",2019,"928","455"
"'023890",2019,"2","2"
"'024260",2019,"1212","433"
"'024270",2019,"617","215"
"'024490",2019,"277","225"
"'024580",2019,"0","0"
"'024690",2019,"14","14"
"'025310",2019,"142","24"
"'025320",2019,"196","72"
"'025500",2019,"91","24"
"'027000",2019,"90","83"
"'027260",2019,"1227","285"
"'027670",2019,"24","12"
"'027710",2019,"0","0"
"'028210",2019,"1167","1012"
"'028480",2019,"7","7"
"'02E00026",2019,"444","138"
"'02E00027",2019,"314","25"
"'02E00028",2019,"0","0"
"'02E00053",2019,"0","0"
"'02E00091",2019,"141","105"
"'02E00093",2019,"0","0"
"'02E00100",2019,"6","6"
"'02E00103",2019,"0","0"
"'02E00291",2019,"9","4"
"'02E00340",2019,"141","72"
"'02E00487",2019,"509","37"
"'02E00488",2019,"6","5"
"'02E00509",2019,"90","46"
"'02E00510",2019,"1635","667"
"'02E00511",2019,"156","141"
"'02E00696",2019,"12","6"
"'02E00868",2019,"414","41"
"'02E01036",2019,"0","0"
"'02E01074",2019,"0","0"
"'02E01108",2019,"127","93"
"'02E01143",2019,"798","305"
"'02E01157",2019,"0","0"
"'02E01163",2019,"0","0"
"'02E01165",2019,"28","8"
"'02E01173",2019,"0","0"
"'02E01213",2019,"0","0"
"'02E01217",2019,"0","0"
"'02E01268",2019,"0","0"
"'02E01282",2019,"0","0"
"'02E01283",2019,"0","0"
"'02E01369",2019,"0","0"
"'030130",2019,"55","5"
"'030150",2019,"66","48"
"'030220",2019,"0","0"
"'030290",2019,"367","86"
"'030340",2019,"534","249"
"'030440",2019,"97","19"
"'030480",2019,"0","0"
"'030560",2019,"256","20"
"'030700",2019,"62","48"
"'030720",2019,"304","255"
"'030740",2019,"0","0"
"'030750",2019,"16","6"
"'030790",2019,"0","0"
"'030800",2019,"35","14"
"'030820",2019,"0","0"
"'030850",2019,"19","17"
"'030880",2019,"211","92"
"'030890",2019,"9","5"
"'030900",2019,"83","26"
"'030990",2019,"11","8"
"'031000",2019,"0","0"
"'031040",2019,"0","0"
"'0310560",2019,"123","20"
"'0310600",2019,"202","111"
"'031160",2019,"1009","583"
"'031220",2019,"17","11"
"'031230",2019,"0","0"
"'031250",2019,"51","50"
"'031260",2019,"17","5"
"'031270",2019,"94","15"
"'0314560",2019,"259","67"
"'0315250",2019,"7","2"
"'031600",2019,"0","0"
"'031670",2019,"0","0"
"'031690",2019,"9","4"
"'031700",2019,"198","15"
"'031720",2019,"12","4"
"'031760",2019,"0","0"
"'031810",2019,"101","13"
"'031820",2019,"33","12"
"'0318380",2019,"0","0"
"'0318390",2019,"142","57"
"'0318400",2019,"0","0"
"'0318410",2019,"37","22"
"'0318420",2019,"68","34"
"'0321030",2019,"53","34"
"'032220",2019,"201","50"
"'0322280",2019,"17","13"
"'0322290",2019,"110","73"
"'032230",2019,"45","28"
"'032240",2019,"20","6"
"'0322430",2019,"0","0"
"'032300",2019,"207","149"
"'032430",2019,"4","4"
"'032440",2019,"35","14"
"'032560",2019,"213","112"
"'032600",2019,"29","10"
"'032650",2019,"0","0"
"'032700",2019,"467","276"
"'032750",2019,"244","192"
"'032840",2019,"16","7"
"'032900",2019,"444","289"
"'032960",2019,"224","93"
"'033010",2019,"1039","661"
"'033080",2019,"69","40"
"'033090",2019,"144","29"
"'033100",2019,"0","0"
"'033130",2019,"118","83"
"'033180",2019,"0","0"
"'033200",2019,"562","147"
"'033230",2019,"0","0"
"'033620",2019,"202","129"
"'033690",2019,"48","47"
"'033770",2019,"19","7"
"'033780",2019,"0","0"
"'033930",2019,"139","60"
"'034050",2019,"30","3"
"'034060",2019,"823","135"
"'034100",2019,"206","38"
"'034120",2019,"91","8"
"'034140",2019,"52","39"
"'034180",2019,"46","0"
"'034190",2019,"143","143"
"'034210",2019,"40","32"
"'034230",2019,"235","190"
"'036640",2019,"8","1"
"'036670",2019,"124","41"
"'036820",2019,"0","0"
"'037020",2019,"76","49"
"'037030",2019,"1077","327"
"'037150",2019,"17","15"
"'037460",2019,"0","0"
"'037480",2019,"187","93"
"'037920",2019,"76","16"
"'038440",2019,"50","37"
"'038580",2019,"34","23"
"'038800",2019,"71","9"
"'039840",2019,"105","105"
"'03E00037",2019,"13","0"
"'03E00038",2019,"32","8"
"'03E00049",2019,"80","63"
"'03E00050",2019,"24","15"
"'03E00052",2019,"0","0"
"'03E00060",2019,"156","89"
"'03E00061",2019,"198","96"
"'03E00099",2019,"17","15"
"'03E00144",2019,"2","2"
"'03E00227",2019,"0","0"
"'03E00324",2019,"0","0"
"'03E00360",2019,"90","31"
"'03E00378",2019,"129","116"
"'03E00493",2019,"172","70"
"'03E00494",2019,"223","101"
"'03E00495",2019,"43","21"
"'03E00504",2019,"12","0"
"'03E00505",2019,"304","115"
"'03E00927",2019,"0","0"
"'03E01039",2019,"116","62"
"'03E01047",2019,"23","18"
"'03E01049",2019,"0","0"
"'03E01054",2019,"10","5"
"'03E01064",2019,"0","0"
"'03E01107",2019,"26","24"
"'03E01182",2019,"337","201"
"'03E01218",2019,"0","0"
"'040130",2019,"358","102"
"'040210",2019,"1285","696"
"'040250",2019,"434","152"
"'040310",2019,"104","83"
"'040320",2019,"149","118"
"'040330",2019,"216","181"
"'040340",2019,"278","179"
"'040370",2019,"365","230"
"'040380",2019,"291","144"
"'040390",2019,"63","34"
"'040400",2019,"593","156"
"'040410",2019,"113","53"
"'040490",2019,"37","28"
"'040570",2019,"1","1"
"'040600",2019,"95","54"
"'040650",2019,"109","49"
"'040670",2019,"815","799"
"'040750",2019,"19","15"
"'040760",2019,"48","26"
"'040780",2019,"19","15"
"'040890",2019,"360","183"
"'040900",2019,"197","191"
"'040910",2019,"0","0"
"'040940",2019,"250","144"
"'041000",2019,"122","115"
"'041020",2019,"193","142"
"'041110",2019,"4","4"
"'041180",2019,"11","8"
"'041190",2019,"206","89"
"'041230",2019,"0","0"
"'041260",2019,"0","0"
"'0412790",2019,"0","0"
"'0412810",2019,"1566","1193"
"'041290",2019,"0","0"
"'0412940",2019,"0","0"
"'0413090",2019,"129","112"
"'0413190",2019,"271","223"
"'041330",2019,"0","0"
"'0413490",2019,"3","0"
"'0413510",2019,"22","17"
"'0413580",2019,"667","568"
"'041370",2019,"3","1"
"'041410",2019,"100","52"
"'041420",2019,"38","17"
"'041440",2019,"16","8"
"'0415310",2019,"5","5"
"'0416080",2019,"0","0"
"'041660",2019,"1241","649"
"'041680",2019,"1601","564"
"'041700",2019,"456","273"
"'0417140",2019,"351","288"
"'041720",2019,"416","190"
"'041750",2019,"1125","652"
"'041780",2019,"164","77"
"'041960",2019,"8","8"
"'042010",2019,"78","34"
"'042030",2019,"0","0"
"'042040",2019,"0","0"
"'0420550",2019,"0","0"
"'0420630",2019,"0","0"
"'042070",2019,"0","0"
"'0421000",2019,"21","17"
"'042110",2019,"161","72"
"'0421240",2019,"0","0"
"'042160",2019,"14","5"
"'0421720",2019,"50","26"
"'0423590",2019,"75","19"
"'0423770",2019,"1","1"
"'042400",2019,"0","0"
"'042430",2019,"90","39"
"'042440",2019,"250","49"
"'042450",2019,"42","18"
"'042600",2019,"0","0"
"'042610",2019,"88","28"
"'042710",2019,"541","276"
"'042720",2019,"12","6"
"'042780",2019,"0","0"
"'0428200",2019,"25","18"
"'042850",2019,"7","6"
"'0429000",2019,"15","3"
"'043060",2019,"34","3"
"'043270",2019,"142","122"
"'043340",2019,"41","21"
"'0438110",2019,"17","7"
"'0438180",2019,"0","0"
"'0438230",2019,"1615","58"
"'0438280",2019,"92","91"
"'0438590",2019,"17","11"
"'043920",2019,"2","2"
"'044030",2019,"7","2"
"'044090",2019,"366","276"
"'044110",2019,"12","10"
"'044120",2019,"399","161"
"'044130",2019,"335","241"
"'0441420",2019,"0","0"
"'044150",2019,"137","66"
"'044230",2019,"0","0"
"'0442450",2019,"465","461"
"'0442510",2019,"0","0"
"'044310",2019,"225","220"
"'0443690",2019,"0","0"
"'0445230",2019,"0","0"
"'0445250",2019,"734","700"
"'044700",2019,"0","0"
"'044710",2019,"56","13"
"'044790",2019,"47","18"
"'044820",2019,"120","69"
"'0448530",2019,"0","0"
"'0448640",2019,"0","0"
"'044920",2019,"0","0"
"'045050",2019,"0","0"
"'0450640",2019,"0","0"
"'0450710",2019,"0","0"
"'045180",2019,"0","0"
"'045190",2019,"0","0"
"'045200",2019,"0","0"
"'0452070",2019,"1916","1916"
"'0452110",2019,"0","0"
"'0452150",2019,"29","20"
"'045220",2019,"579","356"
"'045230",2019,"1111","221"
"'045240",2019,"42","12"
"'045260",2019,"22","15"
"'0452880",2019,"1","1"
"'0452890",2019,"1050","444"
"'0452910",2019,"3","3"
"'0452920",2019,"0","0"
"'045420",2019,"0","0"
"'045500",2019,"66","55"
"'045630",2019,"683","262"
"'045710",2019,"0","0"
"'045770",2019,"419","98"
"'045780",2019,"59","59"
"'045800",2019,"290","61"
"'046080",2019,"0","0"
"'046150",2019,"164","106"
"'046450",2019,"31","16"
"'046560",2019,"0","0"
"'046680",2019,"258","124"
"'046800",2019,"9","9"
"'046810",2019,"0","0"
"'046840",2019,"107","96"
"'046860",2019,"1","1"
"'046900",2019,"77","46"
"'046910",2019,"0","0"
"'047000",2019,"25","11"
"'047060",2019,"560","320"
"'047080",2019,"132","54"
"'047430",2019,"0","0"
"'047770",2019,"50","50"
"'047980",2019,"1","1"
"'047990",2019,"0","0"
"'048050",2019,"124","64"
"'048070",2019,"0","0"
"'048080",2019,"0","0"
"'048120",2019,"51","40"
"'048130",2019,"11","7"
"'048190",2019,"154","110"
"'048270",2019,"12","6"
"'048420",2019,"12","4"
"'048430",2019,"0","0"
"'048800",2019,"54","17"
"'048870",2019,"86","61"
"'048950",2019,"0","0"
"'048980",2019,"121","36"
"'049000",2019,"0","0"
"'049010",2019,"16","6"
"'049040",2019,"10","4"
"'049070",2019,"281","241"
"'049100",2019,"27","1"
"'049190",2019,"0","0"
"'04E00012",2019,"0","0"
"'04E00013",2019,"164","93"
"'04E00024",2019,"0","0"
"'04E00055",2019,"897","296"
"'04E00092",2019,"0","0"
"'04E00134",2019,"0","0"
"'04E00154",2019,"4","2"
"'04E00220",2019,"0","0"
"'04E00336",2019,"162","132"
"'04E00341",2019,"0","0"
"'04E00350",2019,"0","0"
"'04E00464",2019,"131","40"
"'04E00465",2019,"275","207"
"'04E00471",2019,"0","0"
"'04E00473",2019,"1","1"
"'04E00479",2019,"0","0"
"'04E00480",2019,"0","0"
"'04E00489",2019,"118","35"
"'04E00490",2019,"17","5"
"'04E00496",2019,"0","0"
"'04E00502",2019,"0","0"
"'04E00503",2019,"0","0"
"'04E00508",2019,"42","6"
"'04E00512",2019,"56","37"
"'04E00516",2019,"47","31"
"'04E00517",2019,"30","22"
"'04E00519",2019,"42","18"
"'04E00527",2019,"0","0"
"'04E00551",2019,"638","574"
"'04E00754",2019,"0","0"
"'04E01031",2019,"18","9"
"'04E01034",2019,"0","0"
"'04E01055",2019,"11","9"
"'04E01061",2019,"34","30"
"'04E01063",2019,"0","0"
"'04E01069",2019,"15","9"
"'04E01070",2019,"16","10"
"'04E01082",2019,"6","5"
"'04E01085",2019,"0","0"
"'04E01089",2019,"48","18"
"'04E01090",2019,"0","0"
"'04E01095",2019,"53","31"
"'04E01116",2019,"0","0"
"'04E01125",2019,"1413","1021"
"'04E01135",2019,"0","0"
"'04E01140",2019,"21","4"
"'04E01146",2019,"0","0"
"'04E01150",2019,"0","0"
"'04E01160",2019,"0","0"
"'04E01161",2019,"27","4"
"'04E01171",2019,"0","0"
"'04E01172",2019,"54","9"
"'04E01177",2019,"271","91"
"'04E01224",2019,"0","0"
"'04E01228",2019,"0","0"
"'04E01241",2019,"0","0"
"'04E01242",2019,"0","0"
"'04E01243",2019,"0","0"
"'04E01244",2019,"0","0"
"'04E01256",2019,"794","309"
"'04E01302",2019,"1189","580"
"'04E01304",2019,"0","0"
"'04E01318",2019,"0","0"
"'04E01371",2019,"0","0"
"'050030",2019,"336","198"
"'050040",2019,"267","153"
"'050060",2019,"99","56"
"'050080",2019,"424","91"
"'050210",2019,"420","184"
"'050220",2019,"703","505"
"'050290",2019,"46","4"
"'050320",2019,"0","0"
"'050360",2019,"938","409"
"'050390",2019,"164","101"
"'050560",2019,"57","41"
"'050580",2019,"331","90"
"'050640",2019,"240","151"
"'050840",2019,"1609","1186"
"'050900",2019,"445","232"
"'050920",2019,"64","30"
"'050960",2019,"101","99"
"'050990",2019,"900","705"
"'051020",2019,"85","46"
"'0510220",2019,"28","25"
"'0510280",2019,"57","25"
"'051030",2019,"49","33"
"'051050",2019,"286","78"
"'0510700",2019,"59","43"
"'0511020",2019,"226","190"
"'0512480",2019,"18","18"
"'0512780",2019,"194","133"
"'0513810",2019,"198","192"
"'0514720",2019,"29","17"
"'0515160",2019,"409","302"
"'0515200",2019,"627","443"
"'051570",2019,"26","24"
"'0516210",2019,"142","49"
"'0516380",2019,"1079","788"
"'051660",2019,"93","66"
"'0516700",2019,"71","31"
"'051680",2019,"0","0"
"'0516820",2019,"103","83"
"'0517410",2019,"0","0"
"'051750",2019,"0","0"
"'051770",2019,"43","13"
"'051780",2019,"152","127"
"'051810",2019,"0","0"
"'051820",2019,"55","24"
"'0518270",2019,"274","187"
"'0518280",2019,"40","13"
"'0518290",2019,"0","0"
"'051830",2019,"857","676"
"'0518310",2019,"0","0"
"'0518330",2019,"0","0"
"'051840",2019,"46","2"
"'051880",2019,"369","141"
"'051900",2019,"0","0"
"'051920",2019,"0","0"
"'051980",2019,"130","77"
"'052030",2019,"1603","1201"
"'052070",2019,"14","9"
"'052090",2019,"38","38"
"'052130",2019,"150","94"
"'052140",2019,"149","119"
"'052180",2019,"94","39"
"'052200",2019,"18","10"
"'052250",2019,"145","43"
"'052270",2019,"349","180"
"'052360",2019,"17","10"
"'0526100",2019,"30","30"
"'0526110",2019,"36","1"
"'0526690",2019,"877","398"
"'052700",2019,"0","0"
"'052710",2019,"67","38"
"'052730",2019,"52","11"
"'052760",2019,"718","262"
"'052900",2019,"157","96"
"'052910",2019,"75","40"
"'053020",2019,"378","159"
"'053060",2019,"62","62"
"'0530860",2019,"9","8"
"'0530870",2019,"68","20"
"'0530890",2019,"60","23"
"'0530900",2019,"124","80"
"'0530920",2019,"139","122"
"'053110",2019,"127","56"
"'053150",2019,"0","0"
"'053160",2019,"92","86"
"'053200",2019,"430","225"
"'053210",2019,"1021","901"
"'053280",2019,"120","74"
"'053300",2019,"56","15"
"'053320",2019,"1163","437"
"'0534830",2019,"433","214"
"'0535370",2019,"29","18"
"'0537520",2019,"340","119"
"'0537580",2019,"11","6"
"'0537600",2019,"371","263"
"'0537610",2019,"11","7"
"'0537630",2019,"275","267"
"'0537670",2019,"93","79"
"'056230",2019,"1087","368"
"'056360",2019,"0","0"
"'056420",2019,"496","107"
"'056430",2019,"457","456"
"'056440",2019,"451","294"
"'056620",2019,"177","89"
"'056730",2019,"224","187"
"'056750",2019,"0","0"
"'056770",2019,"32","7"
"'056820",2019,"64","50"
"'056900",2019,"141","71"
"'056960",2019,"170","150"
"'057030",2019,"439","268"
"'057110",2019,"203","158"
"'057250",2019,"51","32"
"'057260",2019,"370","126"
"'057270",2019,"61","19"
"'057440",2019,"358","257"
"'057480",2019,"74","23"
"'057580",2019,"45","42"
"'057880",2019,"119","70"
"'058470",2019,"130","84"
"'058480",2019,"1049","748"
"'058490",2019,"0","0"
"'058660",2019,"0","0"
"'058870",2019,"202","152"
"'059030",2019,"304","242"
"'059110",2019,"149","62"
"'059300",2019,"65","49"
"'059700",2019,"158","84"
"'059720",2019,"2248","1270"
"'059840",2019,"173","91"
"'059880",2019,"192","183"
"'05E00015",2019,"0","0"
"'05E00022",2019,"284","213"
"'05E00029",2019,"56","35"
"'05E00030",2019,"671","602"
"'05E00031",2019,"27","16"
"'05E00032",2019,"0","0"
"'05E00033",2019,"5","2"
"'05E00058",2019,"118","12"
"'05E00101",2019,"1","1"
"'05E00106",2019,"120","101"
"'05E00131",2019,"0","0"
"'05E00167",2019,"1604","1599"
"'05E00210",2019,"1","1"
"'05E00271",2019,"0","0"
"'05E00286",2019,"125","117"
"'05E00303",2019,"0","0"
"'05E00433",2019,"0","0"
"'05E00445",2019,"76","75"
"'05E00466",2019,"318","205"
"'05E00469",2019,"0","0"
"'05E00475",2019,"2","2"
"'05E00481",2019,"0","0"
"'05E00482",2019,"71","47"
"'05E00483",2019,"357","44"
"'05E00484",2019,"13","4"
"'05E00485",2019,"87","56"
"'05E00499",2019,"524","340"
"'05E01026",2019,"0","0"
"'05E01033",2019,"0","0"
"'05E01058",2019,"20","7"
"'05E01059",2019,"58","30"
"'05E01067",2019,"9","7"
"'05E01076",2019,"0","0"
"'05E01081",2019,"7","3"
"'05E01097",2019,"0","0"
"'05E01099",2019,"77","22"
"'05E01100",2019,"132","117"
"'05E01101",2019,"12","8"
"'05E01106",2019,"2","0"
"'05E01136",2019,"71","61"
"'05E01138",2019,"20","12"
"'05E01139",2019,"0","0"
"'05E01147",2019,"221","87"
"'05E01148",2019,"0","0"
"'05E01167",2019,"0","0"
"'05E01170",2019,"12","1"
"'05E01175",2019,"0","0"
"'05E01176",2019,"53","28"
"'05E01186",2019,"25","7"
"'05E01192",2019,"24","2"
"'05E01203",2019,"0","0"
"'05E01226",2019,"0","0"
"'05E01230",2019,"76","48"
"'05E01236",2019,"0","0"
"'05E01246",2019,"15","10"
"'05E01247",2019,"0","0"
"'05E01251",2019,"0","0"
"'05E01257",2019,"0","0"
"'05E01269",2019,"0","0"
"'05E01276",2019,"0","0"
"'05E01299",2019,"3","1"
"'05E01303",2019,"68","22"
"'05E01314",2019,"8","8"
"'05E01317",2019,"0","0"
"'060060",2019,"11","1"
"'060110",2019,"10","2"
"'060140",2019,"15","15"
"'060180",2019,"158","158"
"'060190",2019,"48","23"
"'060240",2019,"158","81"
"'060300",2019,"16","8"
"'060310",2019,"37","9"
"'060330",2019,"30","14"
"'060370",2019,"318","287"
"'060460",2019,"8","4"
"'060530",2019,"35","19"
"'060670",2019,"21","11"
"'060680",2019,"149","60"
"'060710",2019,"26","15"
"'060740",2019,"178","118"
"'060750",2019,"26","14"
"'060810",2019,"94","38"
"'060820",2019,"42","38"
"'060840",2019,"313","263"
"'060940",2019,"0","0"
"'060950",2019,"310","90"
"'061010",2019,"18","17"
"'0610680",2019,"43","40"
"'0611930",2019,"11","0"
"'0612020",2019,"0","0"
"'061220",2019,"25","13"
"'0612200",2019,"35","13"
"'0612210",2019,"0","0"
"'0612230",2019,"73","30"
"'061230",2019,"43","25"
"'061260",2019,"10","8"
"'0612740",2019,"0","0"
"'061290",2019,"119","49"
"'0613350",2019,"33","30"
"'0613920",2019,"61","38"
"'0614120",2019,"0","0"
"'0614320",2019,"293","173"
"'0614350",2019,"18","12"
"'0614360",2019,"1","0"
"'0614370",2019,"135","118"
"'061440",2019,"0","0"
"'061510",2019,"17","17"
"'061550",2019,"0","0"
"'061600",2019,"0","0"
"'061610",2019,"13","10"
"'061730",2019,"45","34"
"'061750",2019,"144","57"
"'0618420",2019,"0","0"
"'0618980",2019,"22","12"
"'061920",2019,"30","9"
"'0619490",2019,"257","140"
"'0619500",2019,"379","201"
"'0619510",2019,"64","43"
"'062090",2019,"25","4"
"'0621080",2019,"21","9"
"'062120",2019,"28","5"
"'062140",2019,"0","0"
"'0621770",2019,"42","9"
"'0622350",2019,"24","8"
"'0622370",2019,"95","44"
"'0622420",2019,"23","4"
"'0622440",2019,"9","2"
"'0622450",2019,"0","0"
"'0622460",2019,"0","0"
"'0622470",2019,"86","70"
"'0622480",2019,"57","32"
"'062350",2019,"120","11"
"'062360",2019,"281","237"
"'0623760",2019,"30","0"
"'062390",2019,"19","4"
"'062480",2019,"4","2"
"'0625340",2019,"457","161"
"'0627010",2019,"158","97"
"'0627190",2019,"0","0"
"'0627260",2019,"17","8"
"'062730",2019,"43","26"
"'0627300",2019,"7","6"
"'0627740",2019,"0","0"
"'0627760",2019,"172","74"
"'0627800",2019,"30","17"
"'0627930",2019,"86","5"
"'0627960",2019,"0","0"
"'0627970",2019,"18","3"
"'062870",2019,"34","21"
"'062900",2019,"24","0"
"'062910",2019,"230","41"
"'063010",2019,"63","13"
"'0630790",2019,"254","112"
"'063250",2019,"326","301"
"'063380",2019,"84","51"
"'063450",2019,"182","106"
"'063620",2019,"500","323"
"'063710",2019,"0","0"
"'063720",2019,"0","0"
"'063730",2019,"122","29"
"'063740",2019,"169","66"
"'063890",2019,"14","1"
"'063910",2019,"59","47"
"'063920",2019,"17","6"
"'063930",2019,"23","16"
"'064760",2019,"0","0"
"'066540",2019,"82","22"
"'066570",2019,"18","1"
"'066580",2019,"4","2"
"'067090",2019,"93","35"
"'067230",2019,"21","12"
"'067560",2019,"38","36"
"'067570",2019,"13","0"
"'067960",2019,"24","9"
"'068160",2019,"689","485"
"'068480",2019,"117","117"
"'069730",2019,"3","0"
"'06E00020",2019,"0","0"
"'06E00021",2019,"223","167"
"'06E00034",2019,"0","0"
"'06E00035",2019,"7","2"
"'06E00036",2019,"8","2"
"'06E00041",2019,"0","0"
"'06E00042",2019,"34","5"
"'06E00043",2019,"3","1"
"'06E00044",2019,"15","0"
"'06E00045",2019,"54","38"
"'06E00046",2019,"44","16"
"'06E00057",2019,"25","9"
"'06E00070",2019,"479","228"
"'06E00130",2019,"54","29"
"'06E00140",2019,"0","0"
"'06E00261",2019,"11","5"
"'06E00338",2019,"5","3"
"'06E00402",2019,"0","0"
"'06E00491",2019,"18","13"
"'06E00497",2019,"0","0"
"'06E00500",2019,"11","8"
"'06E00501",2019,"26","13"
"'06E00522",2019,"0","0"
"'06E00523",2019,"318","176"
"'06E01037",2019,"0","0"
"'06E01048",2019,"0","0"
"'06E01060",2019,"0","0"
"'06E01062",2019,"0","0"
"'06E01066",2019,"0","0"
"'06E01075",2019,"98","21"
"'06E01083",2019,"0","0"
"'06E01098",2019,"2","0"
"'06E01137",2019,"0","0"
"'06E01145",2019,"2","0"
"'06E01178",2019,"23","10"
"'06E01188",2019,"0","0"
"'06E01197",2019,"0","0"
"'06E01198",2019,"0","0"
"'06E01205",2019,"0","0"
"'06E01206",2019,"0","0"
"'06E01229",2019,"32","10"
"'06E01275",2019,"0","0"
"'06E01357",2019,"0","0"
"'06E01370",2019,"0","0"
"'070090",2019,"6","4"
"'070150",2019,"28","27"
"'070270",2019,"169","82"
"'070290",2019,"361","256"
"'070300",2019,"355","274"
"'070370",2019,"133","40"
"'070430",2019,"972","290"
"'070530",2019,"0","0"
"'070550",2019,"646","339"
"'070890",2019,"567","473"
"'071170",2019,"316","234"
"'071190",2019,"457","108"
"'0712430",2019,"39","8"
"'0712470",2019,"267","222"
"'071370",2019,"752","238"
"'071410",2019,"101","89"
"'0714880",2019,"166","79"
"'0714960",2019,"396","296"
"'0715040",2019,"72","59"
"'071670",2019,"306","65"
"'071700",2019,"124","73"
"'0717410",2019,"280","228"
"'0718570",2019,"163","76"
"'0718730",2019,"750","595"
