"hc_id","year","identified_high_risk_6_9","sealants_high_risk_6_9"
"'0537520",2017,"241","76"
"'0537580",2017,"12","8"
"'0537600",2017,"523","205"
"'0537610",2017,"8","7"
"'0537630",2017,"827","47"
"'0537670",2017,"124","108"
"'056230",2017,"1137","454"
"'056360",2017,"0","0"
"'056420",2017,"477","342"
"'056430",2017,"314","285"
"'056440",2017,"635","299"
"'056620",2017,"113","43"
"'056730",2017,"271","79"
"'056750",2017,"0","0"
"'056770",2017,"32","7"
"'056820",2017,"38","17"
"'056900",2017,"167","78"
"'056960",2017,"150","102"
"'057030",2017,"1441","294"
"'057110",2017,"203","81"
"'057250",2017,"79","38"
"'057260",2017,"38","7"
"'057270",2017,"112","35"
"'057440",2017,"159","33"
"'057480",2017,"56","11"
"'057580",2017,"35","23"
"'057880",2017,"145","66"
"'058470",2017,"158","119"
"'058480",2017,"740","445"
"'058490",2017,"-","-"
"'058660",2017,"0","0"
"'058870",2017,"124","81"
"'059030",2017,"594","385"
"'059110",2017,"0","0"
"'059300",2017,"419","116"
"'059700",2017,"67","31"
"'059720",2017,"268","41"
"'059840",2017,"214","162"
"'059880",2017,"211","147"
"'05E00015",2017,"0","0"
"'05E00022",2017,"256","198"
"'05E00029",2017,"58","28"
"'05E00030",2017,"428","259"
"'05E00031",2017,"7","4"
"'05E00032",2017,"0","0"
"'05E00033",2017,"3","3"
"'05E00058",2017,"0","0"
"'05E00101",2017,"0","0"
"'05E00106",2017,"226","123"
"'05E00131",2017,"0","0"
"'05E00167",2017,"1360","1345"
"'05E00210",2017,"5","1"
"'05E00271",2017,"0","0"
"'05E00286",2017,"76","43"
"'05E00303",2017,"69","35"
"'05E00433",2017,"0","0"
"'05E00445",2017,"67","61"
"'05E00466",2017,"25","12"
"'05E00469",2017,"0","0"
"'05E00475",2017,"12","2"
"'05E00481",2017,"0","0"
"'05E00482",2017,"106","61"
"'05E00483",2017,"376","67"
"'05E00484",2017,"1","0"
"'05E00485",2017,"60","41"
"'05E00499",2017,"618","416"
"'05E01026",2017,"0","0"
"'05E01033",2017,"0","0"
"'05E01058",2017,"0","0"
"'05E01059",2017,"58","15"
"'05E01067",2017,"4","1"
"'05E01076",2017,"0","0"
"'05E01081",2017,"0","0"
"'05E01097",2017,"0","0"
"'05E01099",2017,"36","21"
"'05E01100",2017,"18","17"
"'05E01101",2017,"37","16"
"'05E01106",2017,"11","0"
"'05E01136",2017,"20","0"
"'05E01138",2017,"0","0"
"'05E01139",2017,"0","0"
"'05E01147",2017,"149","9"
"'05E01148",2017,"-","-"
"'05E01167",2017,"0","0"
"'05E01170",2017,"0","0"
"'05E01175",2017,"-","-"
"'05E01176",2017,"25","21"
"'05E01186",2017,"13","7"
"'05E01192",2017,"3","3"
"'05E01193",2017,"449","307"
"'05E01203",2017,"0","0"
"'05E01226",2017,"0","0"
"'05E01230",2017,"98","41"
"'05E01246",2017,"3","1"
"'05E01247",2017,"0","0"
"'05E01251",2017,"0","0"
"'060060",2017,"2","2"
"'060110",2017,"5","0"
"'060140",2017,"54","47"
"'060180",2017,"71","19"
"'060190",2017,"47","31"
"'060240",2017,"154","87"
"'060300",2017,"22","12"
"'060310",2017,"38","21"
"'060330",2017,"14","7"
"'060370",2017,"432","352"
"'060400",2017,"6","1"
"'060460",2017,"9","5"
"'060530",2017,"35","9"
"'060670",2017,"33","19"
"'060680",2017,"82","46"
"'060710",2017,"62","32"
"'060740",2017,"196","110"
"'060750",2017,"63","17"
"'060810",2017,"146","48"
"'060820",2017,"40","32"
"'060840",2017,"519","248"
"'060940",2017,"0","0"
"'060950",2017,"554","115"
"'061010",2017,"74","29"
"'0610680",2017,"68","62"
"'0611930",2017,"12","2"
"'0612020",2017,"16","15"
"'061220",2017,"78","44"
"'0612200",2017,"55","48"
"'0612210",2017,"0","0"
"'0612230",2017,"53","29"
"'061230",2017,"177","42"
"'061260",2017,"13","3"
"'0612740",2017,"0","0"
"'061290",2017,"208","77"
"'0613350",2017,"42","11"
"'0613920",2017,"97","10"
"'0614120",2017,"0","0"
"'0614320",2017,"414","130"
"'0614350",2017,"17","6"
"'0614360",2017,"158","18"
"'0614370",2017,"141","113"
"'061440",2017,"2","1"
"'061510",2017,"50","18"
"'061550",2017,"0","0"
"'061600",2017,"0","0"
"'061610",2017,"28","9"
"'061730",2017,"62","51"
"'061750",2017,"212","84"
"'0618420",2017,"-","-"
"'0618980",2017,"125","23"
"'061920",2017,"102","57"
"'0619490",2017,"331","194"
"'0619500",2017,"562","259"
"'0619510",2017,"49","28"
"'062090",2017,"70","7"
"'0621080",2017,"19","8"
"'062120",2017,"33","14"
"'062140",2017,"0","0"
"'0621770",2017,"62","13"
"'0622350",2017,"0","0"
"'0622370",2017,"120","59"
"'0622420",2017,"21","17"
"'0622440",2017,"16","3"
"'0622450",2017,"0","0"
"'0622460",2017,"21","12"
"'0622470",2017,"65","45"
"'0622480",2017,"20","4"
"'062350",2017,"89","9"
"'062360",2017,"539","178"
"'0623760",2017,"26","11"
"'062390",2017,"58","8"
"'062480",2017,"1","1"
"'0625340",2017,"463","93"
"'0627010",2017,"53","17"
"'0627190",2017,"0","0"
"'0627260",2017,"0","0"
"'062730",2017,"75","20"
"'0627300",2017,"15","13"
"'0627740",2017,"50","23"
"'0627760",2017,"164","164"
"'0627800",2017,"22","15"
"'0627930",2017,"19","5"
"'0627960",2017,"0","0"
"'0627970",2017,"12","4"
"'062870",2017,"12","8"
"'062900",2017,"4","2"
"'062910",2017,"304","75"
"'063010",2017,"165","69"
"'0630790",2017,"81","41"
"'063250",2017,"355","308"
"'063380",2017,"37","3"
"'063450",2017,"281","203"
"'063620",2017,"515","202"
"'063710",2017,"2","0"
"'063720",2017,"0","0"
"'063730",2017,"38","13"
"'063740",2017,"189","68"
"'063890",2017,"22","2"
"'063910",2017,"57","51"
"'063920",2017,"40","18"
"'063930",2017,"41","15"
"'064760",2017,"0","0"
"'065800",2017,"20","1"
"'066540",2017,"109","21"
"'066570",2017,"28","4"
"'066580",2017,"5","0"
"'067090",2017,"193","35"
"'067230",2017,"26","10"
"'067560",2017,"66","50"
"'067570",2017,"0","0"
"'067960",2017,"35","15"
"'068160",2017,"1189","615"
"'068480",2017,"179","70"
"'069730",2017,"9","9"
"'06E00020",2017,"-","-"
"'06E00021",2017,"225","69"
"'06E00034",2017,"0","0"
"'06E00035",2017,"9","3"
"'06E00036",2017,"44","4"
"'06E00041",2017,"0","0"
"'06E00042",2017,"40","16"
"'06E00043",2017,"39","3"
"'06E00044",2017,"63","37"
"'06E00045",2017,"78","56"
"'06E00046",2017,"68","14"
"'06E00057",2017,"50","10"
"'06E00070",2017,"199","119"
"'06E00130",2017,"62","29"
"'06E00140",2017,"0","0"
"'06E00261",2017,"23","6"
"'06E00338",2017,"0","0"
"'06E00402",2017,"0","0"
"'06E00491",2017,"4","0"
"'06E00497",2017,"0","0"
"'06E00500",2017,"10","8"
"'06E00501",2017,"94","37"
"'06E00522",2017,"0","0"
"'06E00523",2017,"53","18"
"'06E01037",2017,"70","7"
"'06E01048",2017,"-","-"
"'06E01060",2017,"0","0"
"'06E01062",2017,"0","0"
"'06E01066",2017,"0","0"
"'06E01075",2017,"96","30"
"'06E01083",2017,"103","93"
"'06E01098",2017,"16","1"
"'06E01137",2017,"0","0"
"'06E01145",2017,"0","0"
"'06E01178",2017,"12","1"
"'06E01188",2017,"0","0"
"'06E01197",2017,"0","0"
"'06E01198",2017,"-","-"
"'06E01205",2017,"4","4"
"'06E01206",2017,"0","0"
"'06E01229",2017,"38","20"
"'070090",2017,"0","0"
"'070150",2017,"17","8"
"'070270",2017,"106","48"
"'070290",2017,"327","220"
"'070300",2017,"90","46"
"'070370",2017,"122","53"
"'070430",2017,"622","341"
"'070530",2017,"0","0"
"'070550",2017,"614","239"
"'070890",2017,"597","365"
"'071170",2017,"280","190"
"'071190",2017,"399","296"
"'0712430",2017,"28","3"
"'0712470",2017,"193","122"
"'071370",2017,"837","160"
"'071410",2017,"64","30"
"'0714880",2017,"103","69"
"'0714960",2017,"633","368"
"'0715040",2017,"16","16"
"'071670",2017,"249","37"
"'071700",2017,"235","130"
"'0717410",2017,"193","105"
"'0718570",2017,"23","23"
"'0718730",2017,"591","459"
"'0719270",2017,"107","53"
"'072100",2017,"394","94"
"'072110",2017,"461","396"
"'072130",2017,"575","134"
"'073080",2017,"78","6"
"'073430",2017,"2412","502"
"'074010",2017,"233","217"
"'074020",2017,"308","251"
"'074400",2017,"334","128"
"'074490",2017,"1519","484"
"'074540",2017,"313","116"
"'074630",2017,"86","78"
"'074650",2017,"27","12"
"'075300",2017,"383","139"
"'075660",2017,"135","82"
"'076290",2017,"998","667"
"'076340",2017,"-","-"
"'077200",2017,"2119","1021"
"'077310",2017,"444","296"
"'077470",2017,"352","298"
"'077570",2017,"705","176"
"'078000",2017,"786","377"
"'078030",2017,"117","88"
"'078170",2017,"200","142"
"'07E00016",2017,"0","0"
"'07E00017",2017,"56","42"
"'07E00059",2017,"102","75"
"'07E00214",2017,"42","18"
"'07E00251",2017,"79","47"
"'07E00470",2017,"397","249"
"'07E00472",2017,"431","268"
"'07E00486",2017,"345","123"
"'07E00513",2017,"19","3"
"'07E00514",2017,"21","19"
"'07E00515",2017,"71","30"
"'07E01041",2017,"273","241"
"'07E01084",2017,"602","343"
"'07E01086",2017,"130","34"
"'07E01094",2017,"39","26"
"'07E01134",2017,"0","0"
"'07E01149",2017,"0","0"
"'07E01164",2017,"302","159"
"'07E01179",2017,"7","4"
"'07E01216",2017,"2","0"
"'080030",2017,"126","43"
"'080060",2017,"1633","586"
"'080100",2017,"8","4"
"'080130",2017,"625","317"
"'080140",2017,"188","77"
"'080170",2017,"11","8"
"'080220",2017,"113","15"
"'080590",2017,"0","0"
"'080620",2017,"65","23"
"'080730",2017,"389","128"
"'081030",2017,"224","143"
"'0810710",2017,"92","24"
"'081100",2017,"0","0"
"'0811150",2017,"82","62"
"'0811480",2017,"20","15"
"'0811490",2017,"0","0"
"'0811510",2017,"219","154"
"'081260",2017,"70","48"
"'081450",2017,"352","292"
"'081460",2017,"489","170"
"'0814640",2017,"7","3"
"'081650",2017,"356","261"
"'081740",2017,"4","2"
"'0818490",2017,"10","2"
"'0818560",2017,"41","19"
"'081890",2017,"72","40"
"'082160",2017,"10","10"
"'082240",2017,"52","28"
"'082480",2017,"6","3"
"'082490",2017,"8","8"
"'082500",2017,"49","23"
"'083270",2017,"100","32"
"'083430",2017,"21","12"
"'083440",2017,"1","1"
"'083670",2017,"477","162"
"'083800",2017,"33","15"
"'083930",2017,"5","0"
"'083950",2017,"38","38"
"'083970",2017,"0","0"
"'084100",2017,"175","46"
"'084380",2017,"16","14"
"'084620",2017,"0","0"
"'084980",2017,"264","106"
"'084990",2017,"17","11"
"'085060",2017,"0","0"
"'086120",2017,"22","8"
"'088300",2017,"62","26"
"'08E00023",2017,"16","12"
"'08E00054",2017,"3","2"
"'08E00063",2017,"0","0"
"'08E00068",2017,"11","1"
"'08E00382",2017,"0","0"
"'08E00393",2017,"13","7"
"'08E00412",2017,"202","82"
"'08E00441",2017,"4","0"
"'08E00468",2017,"9","9"
"'08E00518",2017,"0","0"
"'08E01040",2017,"1","1"
"'08E01071",2017,"17","10"
"'08E01122",2017,"0","0"
"'08E01132",2017,"60","43"
"'08E01156",2017,"0","0"
"'08E01199",2017,"62","25"
"'08E01215",2017,"23","0"
"'090030",2017,"264","42"
"'090080",2017,"97","46"
"'090090",2017,"223","95"
"'090130",2017,"96","77"
"'090160",2017,"724","410"
"'090200",2017,"96","43"
"'090210",2017,"575","196"
"'090250",2017,"851","19"
"'090350",2017,"70","31"
"'090390",2017,"972","303"
"'090470",2017,"675","458"
"'090530",2017,"28","12"
"'090540",2017,"25","15"
"'090560",2017,"273","214"
"'090660",2017,"46","0"
"'090670",2017,"509","361"
"'090710",2017,"1051","507"
"'090720",2017,"1181","432"
"'090730",2017,"345","19"
"'090750",2017,"0","0"
"'090780",2017,"268","154"
"'090800",2017,"0","0"
"'090830",2017,"0","0"
"'090850",2017,"393","148"
"'090870",2017,"21","21"
"'090880",2017,"184","50"
"'090990",2017,"745","196"
"'091000",2017,"1217","53"
"'0910140",2017,"172","102"
"'0910240",2017,"33","11"
"'0910250",2017,"93","64"
"'0910260",2017,"0","0"
"'091030",2017,"492","376"
"'0910370",2017,"694","279"
"'091040",2017,"0","0"
"'091050",2017,"823","34"
"'091070",2017,"14","6"
"'091080",2017,"2129","930"
"'091100",2017,"321","269"
"'0911100",2017,"66","47"
"'091120",2017,"17","4"
"'0911320",2017,"0","0"
"'091140",2017,"41","24"
"'091160",2017,"1604","44"
"'0911800",2017,"0","0"
"'0911810",2017,"6","1"
"'0911950",2017,"930","225"
"'0912090",2017,"267","152"
"'0912120",2017,"102","29"
"'091220",2017,"64","31"
"'091230",2017,"5922","46"
"'091250",2017,"11","6"
"'091290",2017,"14","6"
"'091300",2017,"41","10"
"'091520",2017,"10","3"
"'091540",2017,"769","311"
"'091570",2017,"24","6"
"'091600",2017,"414","101"
"'091620",2017,"83","83"
"'091650",2017,"28","11"
"'091670",2017,"1462","1070"
"'091700",2017,"52","21"
"'091750",2017,"150","45"
"'091800",2017,"289","262"
"'091850",2017,"6","2"
"'091880",2017,"111","37"
"'091920",2017,"35","1"
"'091940",2017,"346","170"
"'091960",2017,"52","48"
"'0919630",2017,"396","142"
"'0920440",2017,"198","34"
"'092060",2017,"17","7"
"'092080",2017,"177","129"
"'0921240",2017,"5","4"
"'0921340",2017,"853","31"
"'0921350",2017,"77","43"
"'0921430",2017,"59","52"
"'092160",2017,"12","0"
"'0921760",2017,"381","119"
"'092240",2017,"448","251"
"'092280",2017,"349","226"
"'092290",2017,"56","22"
"'0922930",2017,"70","21"
"'0923660",2017,"4","2"
"'092420",2017,"834","18"
"'092440",2017,"47","19"
"'0924640",2017,"539","364"
"'092500",2017,"0","0"
"'0925350",2017,"2464","1851"
"'0925360",2017,"9","9"
"'0925370",2017,"28","8"
"'0925380",2017,"89","51"
"'0925390",2017,"203","144"
"'092650",2017,"10","6"
"'092870",2017,"108","97"
"'092880",2017,"504","284"
"'0928870",2017,"44","13"
"'0928880",2017,"333","150"
"'092890",2017,"28","22"
"'0929830",2017,"68","14"
"'0930080",2017,"0","0"
"'093030",2017,"314","209"
"'093070",2017,"904","347"
"'093080",2017,"16","7"
"'093110",2017,"2649","981"
"'093120",2017,"374","152"
"'0931570",2017,"51","24"
"'093160",2017,"3","2"
"'093190",2017,"1037","341"
"'093210",2017,"1446","38"
"'093410",2017,"811","421"
"'093530",2017,"0","0"
"'093540",2017,"1191","272"
"'093570",2017,"42","14"
"'093590",2017,"369","158"
"'093640",2017,"1198","720"
"'093650",2017,"862","398"
"'093660",2017,"576","41"
"'094890",2017,"77","47"
"'095320",2017,"40","17"
"'095340",2017,"104","47"
"'095380",2017,"820","429"
"'095400",2017,"40","18"
"'095440",2017,"1373","457"
"'096010",2017,"140","74"
"'096030",2017,"31","8"
"'096040",2017,"182","168"
"'097180",2017,"348","181"
"'097210",2017,"2","2"
"'097880",2017,"679","633"
"'098150",2017,"548","57"
"'098480",2017,"69","5"
"'098550",2017,"37","25"
"'098620",2017,"30","22"
"'098790",2017,"875","287"
"'098820",2017,"0","0"
"'099000",2017,"69","31"
"'099010",2017,"2651","54"
"'099040",2017,"287","36"
"'099410",2017,"70","35"
"'099420",2017,"18","9"
"'099480",2017,"153","55"
"'09E00001",2017,"0","0"
"'09E00002",2017,"43","34"
"'09E00003",2017,"2013","864"
"'09E00004",2017,"28","13"
"'09E00005",2017,"33","17"
"'09E00006",2017,"26","15"
"'09E00007",2017,"0","0"
"'09E00008",2017,"7","4"
"'09E00064",2017,"11","0"
"'09E00065",2017,"301","46"
"'09E00066",2017,"0","0"
"'09E00067",2017,"0","0"
"'09E00102",2017,"59","13"
"'09E00105",2017,"29","9"
"'09E00107",2017,"-","-"
"'09E00123",2017,"0","0"
"'09E00231",2017,"0","0"
"'09E00280",2017,"0","0"
"'09E00345",2017,"0","0"
"'09E00352",2017,"42","0"
"'09E00422",2017,"0","0"
"'09E00427",2017,"32","25"
"'09E00436",2017,"170","159"
"'09E00448",2017,"0","0"
"'09E00476",2017,"61","1"
"'09E00477",2017,"156","33"
"'09E00478",2017,"-","-"
"'09E00498",2017,"0","0"
"'09E00520",2017,"367","158"
"'09E00521",2017,"202","158"
"'09E00524",2017,"149","71"
"'09E00525",2017,"0","0"
"'09E00526",2017,"3","1"
"'09E01014",2017,"0","0"
"'09E01046",2017,"82","70"
"'09E01050",2017,"238","113"
"'09E01051",2017,"52","18"
"'09E01052",2017,"0","0"
"'09E01056",2017,"642","614"
"'09E01065",2017,"216","70"
"'09E01068",2017,"0","0"
"'09E01073",2017,"14","4"
"'09E01078",2017,"109","77"
"'09E01079",2017,"3","3"
"'09E01080",2017,"88","57"
"'09E01087",2017,"0","0"
"'09E01091",2017,"0","0"
"'09E01092",2017,"18","10"
"'09E01093",2017,"23","12"
"'09E01096",2017,"60","45"
"'09E01102",2017,"148","100"
"'09E01103",2017,"2666","2295"
"'09E01104",2017,"8","0"
"'09E01131",2017,"80","12"
"'09E01133",2017,"0","0"
"'09E01141",2017,"4","3"
"'09E01142",2017,"23","9"
"'09E01144",2017,"16","9"
"'09E01151",2017,"0","0"
"'09E01152",2017,"36","30"
"'09E01154",2017,"0","0"
"'09E01155",2017,"0","0"
"'09E01159",2017,"150","68"
"'09E01169",2017,"0","0"
"'09E01174",2017,"-","-"
"'09E01180",2017,"23","13"
"'09E01183",2017,"-","-"
"'09E01184",2017,"97","22"
"'09E01185",2017,"42","15"
"'09E01189",2017,"10","6"
"'09E01190",2017,"27","22"
"'09E01191",2017,"0","0"
"'09E01195",2017,"126","65"
"'09E01200",2017,"180","84"
"'09E01201",2017,"0","0"
"'09E01204",2017,"5","3"
"'09E01207",2017,"0","0"
"'09E01208",2017,"36","8"
"'09E01209",2017,"44","23"
"'09E01211",2017,"0","0"
"'09E01214",2017,"0","0"
"'09E01219",2017,"0","0"
"'09E01227",2017,"14","9"
"'09E01240",2017,"-","-"
"'09E01245",2017,"0","0"
"'100020",2017,"56","22"
"'100070",2017,"152","87"
"'100150",2017,"274","118"
"'100160",2017,"53","35"
"'100180",2017,"8","1"
"'100360",2017,"106","67"
"'100450",2017,"1680","43"
"'100460",2017,"1354","907"
"'100570",2017,"661","24"
"'100640",2017,"618","415"
"'100700",2017,"4","1"
"'100760",2017,"7","3"
"'100790",2017,"940","410"
"'100800",2017,"0","0"
"'101000",2017,"526","312"
"'101020",2017,"2785","1226"
"'101030",2017,"1898","1408"
"'101050",2017,"706","554"
"'1010810",2017,"316","152"
"'1010860",2017,"0","0"
"'101120",2017,"1109","651"
"'1011760",2017,"61","34"
"'1011870",2017,"0","0"
"'1011880",2017,"0","0"
"'101230",2017,"900","455"
"'101250",2017,"0","0"
"'101270",2017,"145","86"
"'1012860",2017,"0","0"
"'1012890",2017,"4","2"
"'101300",2017,"1273","701"
"'101310",2017,"286","128"
"'101340",2017,"261","80"
"'1014200",2017,"0","0"
"'101470",2017,"10","0"
"'1014910",2017,"44","9"
"'101520",2017,"309","212"
"'101530",2017,"50","20"
"'101540",2017,"169","95"
"'101610",2017,"22","15"
"'101630",2017,"109","38"
"'101650",2017,"257","72"
"'1016960",2017,"992","427"
"'1017080",2017,"0","0"
"'1017440",2017,"30","13"
"'101770",2017,"81","61"
"'101840",2017,"46","28"
"'1018560",2017,"0","0"
"'102040",2017,"45","4"
"'102080",2017,"70","38"
"'102120",2017,"9","2"
"'102270",2017,"70","54"
"'102280",2017,"965","688"
"'102340",2017,"44","14"
"'102360",2017,"6","6"
"'102400",2017,"23","6"
"'102480",2017,"89","51"
"'102520",2017,"0","0"
"'102530",2017,"538","202"
"'102550",2017,"34","11"
"'102570",2017,"173","47"
"'102900",2017,"48","19"
"'102910",2017,"110","33"
"'102970",2017,"1","0"
"'103100",2017,"83","36"
"'105600",2017,"0","0"
"'106170",2017,"7","3"
"'106180",2017,"10","6"
"'106200",2017,"341","181"
"'106210",2017,"0","0"
"'106220",2017,"47","47"
"'106230",2017,"0","0"
"'106290",2017,"0","0"
"'106300",2017,"132","38"
"'107170",2017,"93","31"
"'107200",2017,"1","0"
"'107660",2017,"0","0"
"'107860",2017,"0","0"
"'107880",2017,"21","12"
"'107920",2017,"2629","941"
"'107930",2017,"0","0"
"'107940",2017,"48","24"
"'108170",2017,"147","0"
"'10E00062",2017,"0","0"
"'10E00136",2017,"0","0"
"'10E00170",2017,"0","0"
"'10E00288",2017,"50","41"
"'10E00387",2017,"0","0"
"'10E00467",2017,"0","0"
"'10E00492",2017,"34","23"
"'10E00506",2017,"422","282"
"'10E00507",2017,"0","0"
"'10E00721",2017,"0","0"
"'10E01053",2017,"5","5"
"'10E01153",2017,"0","0"
"'10E01181",2017,"0","0"
"'10E01196",2017,"0","0"
"'10E01202",2017,"1","1"
"'10E01221",2017,"0","0"
"'11E01249",2017,"0","0"
"'010030",2016,"311","126"
"'010040",2016,"4","1"
"'010060",2016,"219","68"
"'010070",2016,"106","58"
"'010120",2016,"-","-"
"'010130",2016,"2","2"
"'010150",2016,"121","49"
"'010160",2016,"32","26"
"'010170",2016,"52","11"
"'010180",2016,"3","2"
"'010220",2016,"344","77"
"'010330",2016,"227","152"
"'010340",2016,"23","19"
"'010380",2016,"25","9"
"'010450",2016,"5","4"
"'010460",2016,"47","18"
"'010480",2016,"131","54"
"'010530",2016,"151","91"
"'010570",2016,"46","21"
"'010580",2016,"578","217"
"'010600",2016,"11","5"
"'010640",2016,"179","52"
"'010700",2016,"26","10"
"'010710",2016,"209","49"
"'010720",2016,"165","51"
"'010760",2016,"1","0"
"'010800",2016,"188","156"
"'010810",2016,"90","20"
"'010830",2016,"127","53"
"'010840",2016,"188","56"
"'010850",2016,"235","39"
"'010860",2016,"5","2"
"'010980",2016,"12","8"
"'011190",2016,"12","5"
"'011210",2016,"0","0"
"'0112200",2016,"0","0"
"'0112210",2016,"247","36"
"'0112220",2016,"0","0"
"'0112230",2016,"69","33"
"'011230",2016,"17","0"
"'011260",2016,"27","9"
"'011270",2016,"279","135"
"'011280",2016,"78","23"
"'011430",2016,"310","146"
"'011440",2016,"205","124"
"'0114410",2016,"14","9"
"'011450",2016,"2","0"
"'011460",2016,"0","0"
"'0115570",2016,"0","0"
"'011580",2016,"0","0"
"'011640",2016,"0","0"
"'011720",2016,"-","-"
"'011820",2016,"368","181"
"'011830",2016,"62","22"
"'011890",2016,"146","38"
"'011930",2016,"158","64"
"'011990",2016,"165","99"
"'012010",2016,"208","63"
"'012070",2016,"183","35"
"'012080",2016,"405","195"
"'012120",2016,"420","59"
"'012160",2016,"0","0"
"'012230",2016,"45","24"
"'012410",2016,"733","550"
"'013240",2016,"90","55"
"'013250",2016,"96","35"
"'013260",2016,"40","24"
"'013280",2016,"3","3"
"'013370",2016,"534","183"
"'013470",2016,"0","0"
"'013600",2016,"168","62"
"'013840",2016,"27","13"
"'013900",2016,"1555","986"
"'013970",2016,"136","50"
"'014040",2016,"40","20"
"'014060",2016,"62","62"
"'014580",2016,"350","113"
"'015110",2016,"17","10"
"'015160",2016,"144","57"
"'015170",2016,"102","5"
"'019970",2016,"68","34"
"'019980",2016,"108","64"
"'01E00009",2016,"0","0"
"'01E00010",2016,"27","6"
"'01E00011",2016,"0","0"
"'01E00025",2016,"6","0"
"'01E00040",2016,"18","12"
"'01E00051",2016,"49","38"
"'01E00069",2016,"45","10"
"'01E00089",2016,"192","56"
"'01E00090",2016,"110","26"
"'01E00228",2016,"4","2"
"'01E00272",2016,"0","0"
"'01E00392",2016,"180","42"
"'01E01028",2016,"91","35"
"'01E01057",2016,"0","0"
"'01E01077",2016,"14","12"
"'01E01088",2016,"20","12"
"'01E01113",2016,"0","0"
"'01E01166",2016,"41","9"
"'01E01168",2016,"10","6"
"'01E01210",2016,"1","0"
"'01E01212",2016,"156","83"
"'020010",2016,"165","53"
"'020020",2016,"9","2"
"'020070",2016,"27","7"
"'020110",2016,"1156","818"
"'020130",2016,"48","13"
"'020150",2016,"147","44"
"'020160",2016,"405","137"
"'020180",2016,"434","147"
"'020390",2016,"164","48"
"'020490",2016,"854","20"
"'020500",2016,"123","98"
"'020560",2016,"1672","536"
"'020620",2016,"270","85"
"'020650",2016,"20","15"
"'020660",2016,"24","21"
"'020670",2016,"82","9"
"'020680",2016,"681","18"
"'020690",2016,"0","0"
"'020700",2016,"78","22"
"'020710",2016,"68","56"
"'020730",2016,"195","166"
"'020800",2016,"12","6"
"'020870",2016,"151","35"
"'020890",2016,"319","56"
"'020910",2016,"39","22"
"'020930",2016,"762","28"
"'021030",2016,"29","28"
"'021040",2016,"60","37"
"'021080",2016,"0","0"
"'021200",2016,"51","18"
"'021210",2016,"787","445"
"'021230",2016,"70","18"
"'021240",2016,"280","100"
"'021250",2016,"140","21"
"'021260",2016,"0","0"
"'021270",2016,"565","153"
"'021280",2016,"902","114"
"'021300",2016,"86","5"
"'0213350",2016,"367","50"
"'021390",2016,"189","158"
"'021400",2016,"0","0"
"'021500",2016,"149","5"
"'021510",2016,"253","15"
"'021520",2016,"900","515"
"'021610",2016,"482","199"
"'0216220",2016,"165","26"
"'021630",2016,"52","21"
"'021770",2016,"0","0"
"'0217710",2016,"225","113"
"'021790",2016,"83","20"
"'021830",2016,"216","51"
"'021870",2016,"18","9"
"'0218870",2016,"2441","50"
"'0219440",2016,"137","26"
"'021960",2016,"92","66"
"'021980",2016,"28","9"
"'022030",2016,"7","4"
"'022070",2016,"278","102"
"'022090",2016,"195","53"
"'022110",2016,"375","66"
"'022120",2016,"65","21"
"'022230",2016,"0","0"
"'023480",2016,"189","81"
"'023600",2016,"354","44"
"'023710",2016,"743","51"
"'023890",2016,"9","7"
"'024260",2016,"441","232"
"'024270",2016,"1064","378"
"'024490",2016,"264","163"
"'024580",2016,"0","0"
"'024690",2016,"113","60"
"'025310",2016,"83","1"
"'025320",2016,"33","3"
"'025500",2016,"61","2"
"'026250",2016,"147","75"
"'027000",2016,"1043","251"
"'027260",2016,"1142","241"
"'027670",2016,"35","21"
"'027710",2016,"0","0"
"'028210",2016,"677","476"
"'028480",2016,"14","13"
"'02E00026",2016,"370","184"
"'02E00027",2016,"248","21"
"'02E00028",2016,"0","0"
"'02E00053",2016,"0","0"
"'02E00056",2016,"0","0"
"'02E00091",2016,"82","54"
"'02E00093",2016,"0","0"
"'02E00100",2016,"5","2"
"'02E00103",2016,"0","0"
"'02E00256",2016,"257","85"
"'02E00291",2016,"4","0"
"'02E00340",2016,"620","30"
"'02E00487",2016,"955","53"
"'02E00488",2016,"0","0"
"'02E00509",2016,"281","26"
"'02E00510",2016,"3246","21"
"'02E00511",2016,"27","14"
"'02E00696",2016,"0","0"
"'02E00868",2016,"32","20"
"'02E01036",2016,"3","3"
"'02E01074",2016,"0","0"
"'02E01108",2016,"227","55"
"'02E01143",2016,"1300","506"
"'02E01157",2016,"0","0"
"'02E01163",2016,"-","-"
"'02E01165",2016,"0","0"
"'02E01173",2016,"-","-"
"'02E01213",2016,"0","0"
"'02E01217",2016,"0","0"
"'030130",2016,"100","12"
"'030150",2016,"66","18"
"'030220",2016,"0","0"
"'030290",2016,"122","20"
"'030340",2016,"1121","319"
"'030440",2016,"44","19"
"'030480",2016,"0","0"
"'030560",2016,"332","33"
"'030700",2016,"321","179"
"'030720",2016,"559","269"
"'030740",2016,"4","3"
"'030750",2016,"63","25"
"'030790",2016,"0","0"
"'030800",2016,"23","7"
"'030820",2016,"0","0"
"'030850",2016,"43","43"
"'030880",2016,"363","18"
"'030890",2016,"23","15"
"'030900",2016,"783","283"
"'030990",2016,"26","16"
"'031000",2016,"9","0"
