"date","state","cases","deaths","state_name"
"06/12/2020","PA",78462,74,"Pennsylvania"
"11/30/2020","WY",33305,0,"Wyoming"
"04/28/2020","CO",14238,38,"Colorado"
"04/05/2020","AS",,,
"06/11/2020","IL",131327,90,"Illinois"
"04/11/2020","OH",,,"Ohio"
"09/17/2020","NE",,3,"Nebraska"
"11/07/2020","CO",127967,14,"Colorado"
"11/10/2020","MA",179872,21,"Massachusetts"
"09/23/2020","NJ",,6,"New Jersey"
"10/04/2020","GA",341302,28,"Georgia"
"12/26/2020","KY",255563,76,"Kentucky"
"09/14/2020","NJ",,3,"New Jersey"
"04/17/2020","NV",,,"Nevada"
"07/21/2020","AZ",148683,134,"Arizona"
"06/10/2020","WA",,14,"Washington"
"08/08/2020","OH",99969,17,"Ohio"
"03/31/2020","CT",,,"Connecticut"
"04/20/2020","CA",,,"California"
"11/17/2020","WV",35324,17,"West Virginia"
"01/26/2020","VA",,,"Virginia"
"07/04/2020","SC",43386,21,"South Carolina"
"07/04/2020","SC",43386,21,"South Dakota"
"12/17/2020","MN",,87,"Minnesota"
"12/17/2020","MN",,87,"Montana"
"04/21/2020","CA",,60,"California"
"06/19/2020","AL",29017,16,"Alabama"
"06/27/2020","MA",108443,30,"Massachusetts"
"06/15/2020","GA",57720,43,"Georgia"
"03/07/2020","NJ",,,"New Jersey"
"02/18/2020","NM",,,"New Mexico"
"04/02/2020","ID",,,"Idaho"
"04/14/2020","MD",,,"Maryland"
"10/25/2020","NYC",261430,3,
"08/27/2020","NE",,5,"Nebraska"
"10/11/2020","OH",168749,2,"Ohio"
"03/31/2020","VA",,,"Virginia"
"02/20/2020","WV",,,"West Virginia"
"10/09/2020","IL",316556,29,"Illinois"
"06/06/2020","PR",4915,2,"Puerto Rico"
"07/20/2020","RMI",0,0,
"08/23/2020","MI",106808,4,"Michigan"
"08/01/2020","RMI",0,0,
"12/16/2020","MD",,49,"Maryland"
"08/04/2020","WY",2884,0,"Wyoming"
"10/12/2020","PA",173304,125,"Pennsylvania"
"04/27/2020","IA",,9,"Iowa"
"09/29/2020","ND",21846,7,"North Dakota"
"08/07/2020","CT",50320,5,"Connecticut"
"12/21/2020","PR",69912,9,"Puerto Rico"
"09/06/2020","SC",124952,10,"South Carolina"
"09/06/2020","SC",124952,10,"South Dakota"
"07/18/2020","ID",14302,1,"Idaho"
"10/05/2020","ID",44422,5,"Idaho"
"07/05/2020","MA",109974,12,"Massachusetts"
"07/25/2020","MD",,9,"Maryland"
"07/08/2020","AZ",108614,37,"Arizona"
"10/29/2020","MD",,10,"Maryland"
"04/16/2020","MS",,,"Mississippi"
"07/20/2020","WV",5142,0,"West Virginia"
"08/07/2020","RMI",0,0,
"02/28/2020","NJ",,,"New Jersey"
"03/13/2020","WA",,,"Washington"
"12/19/2020","MS",194333,26,"Mississippi"
"02/13/2020","CA",,,"California"
"04/29/2020","MN",,24,"Minnesota"
"04/29/2020","MN",,24,"Montana"
"09/13/2020","CT",54326,0,"Connecticut"
"11/24/2020","PR",48725,15,"Puerto Rico"
"08/24/2020","NM",,2,"New Mexico"
"11/17/2020","CT",94986,12,"Connecticut"
"03/13/2020","AL",,,"Alabama"
"05/05/2020","NM",,7,"New Mexico"
"08/07/2020","IN",,10,"Indiana"
"08/06/2020","PR",20686,9,"Puerto Rico"
"04/06/2020","CA",,,"California"
"05/11/2020","CO",19735,16,"Colorado"
"02/15/2020","NV",,,"Nevada"
"11/18/2020","WA",,21,"Washington"
"02/14/2020","NJ",,,"New Jersey"
"11/05/2020","RMI",1,0,
"08/29/2020","CO",57041,9,"Colorado"
"08/13/2020","PR",25128,12,"Puerto Rico"
"09/15/2020","NJ",,9,"New Jersey"
"09/29/2020","IN",,22,"Indiana"
"08/01/2020","MD",,11,"Maryland"
"06/19/2020","NE",,4,"Nebraska"
"01/26/2020","CT",,,"Connecticut"
"04/14/2020","PA",,,"Pennsylvania"
"08/31/2020","IN",,5,"Indiana"
"08/26/2020","MS",80695,113,"Mississippi"
"05/26/2020","NV",,-32,"Nevada"
"08/30/2020","PA",133504,1,"Pennsylvania"
"06/27/2020","KY",15167,1,"Kentucky"
"11/29/2020","FL",,59,"Florida"
"12/22/2020","RMI",4,0,
"10/05/2020","OK",98244,3,"Oklahoma"
"06/11/2020","AL",22845,11,"Alabama"
"05/29/2020","RMI",0,0,
"11/25/2020","CO",210630,49,"Colorado"
"07/24/2020","TX",,196,"Texas"
"08/20/2020","KY",41626,14,"Kentucky"
"08/25/2020","MD",,10,"Maryland"
"06/08/2020","CA",,27,"California"
"07/25/2020","NY",,6,"New York"
"12/14/2020","WA",,39,"Washington"
"12/19/2020","WA",,0,"Washington"
"03/31/2020","WA",,,"Washington"
"05/11/2020","MN",,13,"Minnesota"
"05/11/2020","MN",,13,"Montana"
"08/03/2020","LA",,17,"Louisiana"
"06/20/2020","MI",67545,20,"Michigan"
"06/14/2020","OK",8231,-10,"Oklahoma"
"07/11/2020","VA",70670,6,"Virginia"
"07/22/2020","CA",,115,"California"
"11/26/2020","TX",,206,"Texas"
"02/03/2020","WI",,,"Wisconsin"
"08/30/2020","TN",153115,23,"Tennessee"
"10/17/2020","CT",62830,0,"Connecticut"
"09/08/2020","MS",87805,46,"Mississippi"
"04/22/2020","LA",,186,"Louisiana"
"08/04/2020","TN",112441,26,"Tennessee"
"02/18/2020","AS",,,
"11/16/2020","MN",,12,"Minnesota"
"11/16/2020","MN",,12,"Montana"
"08/14/2020","NYC",230682,0,
"12/27/2020","TN",564080,87,"Tennessee"
"01/24/2020","NYC",,,
"08/24/2020","NJ",,3,"New Jersey"
"05/21/2020","GA",38356,69,"Georgia"
"06/05/2020","NE",,0,"Nebraska"
"09/01/2020","NE",,2,"Nebraska"
"10/12/2020","AS",,0,
"04/09/2020","TX",,,"Texas"
"09/03/2020","AR",,20,"Arkansas"
"11/05/2020","CT",77060,14,"Connecticut"
"05/22/2020","AL",13941,9,"Alabama"
"07/29/2020","NJ",,-72,"New Jersey"
"08/20/2020","WV",8982,0,"West Virginia"
"01/26/2020","WI",,,"Wisconsin"
"11/05/2020","TX",,133,"Texas"
"06/02/2020","TN",24543,40,"Tennessee"
"12/13/2020","TN",454305,71,"Tennessee"
"08/09/2020","WV",7694,8,"West Virginia"
"02/08/2020","PR",,,"Puerto Rico"
"05/13/2020","NJ",,194,"New Jersey"
"09/24/2020","MS",96032,20,"Mississippi"
"09/29/2020","CT",57329,2,"Connecticut"
"04/24/2020","NY",,145,"New York"
"05/02/2020","OH",19335,20,"Ohio"
"02/02/2020","NJ",,,"New Jersey"
"08/28/2020","VA",118809,18,"Virginia"
"05/13/2020","CO",20401,80,"Colorado"
"05/30/2020","AS",,0,
"05/31/2020","PR",3776,5,"Puerto Rico"
"02/13/2020","GA",,,"Georgia"
"07/21/2020","ND",5367,2,"North Dakota"
"11/10/2020","MN",,23,"Minnesota"
"11/10/2020","MN",,23,"Montana"
"07/21/2020","MA",114033,17,"Massachusetts"
"05/22/2020","WA",,6,"Washington"
"06/10/2020","RMI",0,0,
"05/17/2020","OH",27923,15,"Ohio"
"12/02/2020","AL",256828,100,"Alabama"
"03/30/2020","TX",,,"Texas"
"11/08/2020","OK",146692,5,"Oklahoma"
"08/24/2020","NY",,3,"New York"
"12/19/2020","IA",,164,"Iowa"
"08/17/2020","NE",,1,"Nebraska"
"06/01/2020","IA",,15,"Iowa"
"05/20/2020","CO",22752,59,"Colorado"
"04/07/2020","PR",,,"Puerto Rico"
"06/13/2020","KY",12445,2,"Kentucky"
"07/16/2020","OK",22907,2,"Oklahoma"
"02/19/2020","IL",,,"Illinois"
"07/21/2020","WA",,12,"Washington"
"07/18/2020","OK",25056,13,"Oklahoma"
"05/28/2020","IN",,40,"Indiana"
"04/03/2020","TN",,,"Tennessee"
"12/25/2020","TN",546497,0,"Tennessee"
"10/15/2020","NE",,5,"Nebraska"
"11/01/2020","MS",120865,0,"Mississippi"
"09/01/2020","AS",,0,
"12/05/2020","TN",397522,35,"Tennessee"
"05/31/2020","IA",,3,"Iowa"
"12/23/2020","CA",,361,"California"
"01/23/2020","CT",,,"Connecticut"
"10/30/2020","WI",232062,28,"Wisconsin"
"10/28/2020","MS",118587,10,"Mississippi"
"04/09/2020","TN",,,"Tennessee"
"07/25/2020","WV",5821,0,"West Virginia"
"11/09/2020","NE",,7,"Nebraska"
"03/09/2020","IA",,,"Iowa"
"03/04/2020","IL",,,"Illinois"
"06/28/2020","FL",,29,"Florida"
"12/15/2020","ID",124019,27,"Idaho"
"04/16/2020","NY",,,"New York"
"05/20/2020","CT",39017,71,"Connecticut"
"11/13/2020","WI",318023,66,"Wisconsin"
"10/30/2020","AR",,7,"Arkansas"
"02/06/2020","NY",,,"New York"
"11/02/2020","NM",,10,"New Mexico"
"10/12/2020","NY",,10,"New York"
"05/05/2020","KY",5822,14,"Kentucky"
"04/11/2020","PR",,,"Puerto Rico"
"02/23/2020","ND",,,"North Dakota"
"06/15/2020","FL",,7,"Florida"
"10/31/2020","RMI",2,0,
"08/31/2020","NV",,3,"Nevada"
"03/15/2020","OH",,,"Ohio"
"09/23/2020","LA",,35,"Louisiana"
"10/26/2020","NE",,7,"Nebraska"
"08/30/2020","IN",,6,"Indiana"
"07/03/2020","MS",30674,15,"Mississippi"
"04/15/2020","MS",,,"Mississippi"
"04/16/2020","RMI",,,
"10/18/2020","VA",166828,25,"Virginia"
"08/08/2020","WA",,16,"Washington"
"08/01/2020","PR",18411,6,"Puerto Rico"
"04/20/2020","WY",428,0,"Wyoming"
"05/31/2020","NM",,5,"New Mexico"
"09/02/2020","IN",,13,"Indiana"
"10/06/2020","IA",,11,"Iowa"
"09/02/2020","TX",,189,"Texas"
"04/17/2020","WY",412,0,"Wyoming"
"09/16/2020","MN",,6,"Minnesota"
"09/16/2020","MN",,6,"Montana"
"11/18/2020","TN",325201,62,"Tennessee"
"07/29/2020","CA",,197,"California"
"10/06/2020","PR",51768,9,"Puerto Rico"
"04/13/2020","NM",,,"New Mexico"
"03/07/2020","NYC",,,
"12/11/2020","CT",146761,43,"Connecticut"
"10/17/2020","SC",163214,22,"South Carolina"
"10/17/2020","SC",163214,22,"South Dakota"
"03/20/2020","TX",,,"Texas"
"06/26/2020","PR",7066,1,"Puerto Rico"
"08/11/2020","TN",124915,38,"Tennessee"
"12/20/2020","WA",,0,"Washington"
"08/15/2020","WI",69547,13,"Wisconsin"
"10/10/2020","IL",319461,30,"Illinois"
"05/11/2020","AZ",11380,6,"Arizona"
"05/20/2020","VA",34137,26,"Virginia"
"02/17/2020","NV",,,"Nevada"
"08/19/2020","NE",,3,"Nebraska"
"09/24/2020","NY",,0,"New York"
"08/27/2020","AZ",200139,33,"Arizona"
"12/14/2020","OH",570602,69,"Ohio"
"03/15/2020","IL",,,"Illinois"
"03/06/2020","ND",,,"North Dakota"
"11/15/2020","MS",134898,3,"Mississippi"
"02/05/2020","IA",,,"Iowa"
"12/29/2020","ID",137010,0,"Idaho"
"06/14/2020","AZ",35691,3,"Arizona"
"04/06/2020","RMI",,,
"07/20/2020","TN",79754,4,"Tennessee"
"02/12/2020","NM",,,"New Mexico"
"04/16/2020","SC",,,"South Carolina"
"04/16/2020","SC",,,"South Dakota"
"10/17/2020","GA",362517,51,"Georgia"
"07/30/2020","MA",117098,15,"Massachusetts"
"06/17/2020","ID",3632,0,"Idaho"
"12/27/2020","NYC",418961,37,
"12/03/2020","AL",260359,81,"Alabama"
"01/31/2020","NM",,,"New Mexico"
"10/28/2020","CT",69127,8,"Connecticut"
"08/20/2020","CT",51432,2,"Connecticut"
"08/10/2020","WY",3042,0,"Wyoming"
"10/01/2020","NJ",,5,"New Jersey"
"03/09/2020","ID",,,"Idaho"
"07/29/2020","TN",100822,21,"Tennessee"
"09/17/2020","SC",135446,28,"South Carolina"
"09/17/2020","SC",135446,28,"South Dakota"
"07/14/2020","SC",60389,19,"South Carolina"
"07/14/2020","SC",60389,19,"South Dakota"
"01/27/2020","ID",,,"Idaho"
"09/12/2020","AR",,11,"Arkansas"
"10/21/2020","AZ",233912,17,"Arizona"
"12/23/2020","IL",918070,209,"Illinois"
"09/30/2020","OH",153987,21,"Ohio"
"03/04/2020","MA",,,"Massachusetts"
"04/04/2020","AR",,,"Arkansas"
"03/11/2020","LA",,,"Louisiana"
"12/05/2020","ND",82981,6,"North Dakota"
"03/22/2020","IL",,,"Illinois"
"09/27/2020","MS",97049,2,"Mississippi"
"08/12/2020","GA",232148,105,"Georgia"
"10/14/2020","AS",,0,
"05/21/2020","AZ",15315,16,"Arizona"
"03/03/2020","GA",5,,"Georgia"
"10/05/2020","ND",24364,3,"North Dakota"
"11/16/2020","TX",,20,"Texas"
"04/26/2020","OK",3253,1,"Oklahoma"
"02/29/2020","WY",,,"Wyoming"
"08/01/2020","AR",,5,"Arkansas"
"11/14/2020","GA",422905,58,"Georgia"
"01/29/2020","MI",,,"Michigan"
"02/21/2020","VA",,,"Virginia"
"04/01/2020","TX",,,"Texas"
"03/31/2020","NYC",,,
"05/26/2020","VA",40249,63,"Virginia"
"04/07/2020","NM",,,"New Mexico"
"12/03/2020","ID",106455,24,"Idaho"
"05/15/2020","WA",,9,"Washington"
"08/30/2020","AL",125235,12,"Alabama"
"08/01/2020","FL",,181,"Florida"
"06/07/2020","ID",3139,0,"Idaho"
"03/19/2020","ND",,,"North Dakota"
"06/24/2020","WI",28593,7,"Wisconsin"
"10/13/2020","NJ",,7,"New Jersey"
"03/14/2020","MD",,,"Maryland"
"09/26/2020","NV",,9,"Nevada"
"07/14/2020","NM",,3,"New Mexico"
"07/19/2020","WY",2126,0,"Wyoming"
"05/07/2020","IA",,12,"Iowa"
"12/14/2020","AR",,67,"Arkansas"
"12/16/2020","ND",89063,34,"North Dakota"
"06/06/2020","NJ",,57,"New Jersey"
"06/25/2020","MD",,12,"Maryland"
"09/16/2020","WI",98440,8,"Wisconsin"
"07/09/2020","MD",,18,"Maryland"
"07/03/2020","MN",,0,"Minnesota"
"07/03/2020","MN",,0,"Montana"
"01/30/2020","AS",,,
"11/25/2020","NYC",308217,17,
"06/07/2020","CT",43968,21,"Connecticut"
"11/18/2020","MS",138791,21,"Mississippi"
"02/04/2020","NY",,,"New York"
"01/22/2020","MI",,,"Michigan"
"02/24/2020","IN",,,"Indiana"
"12/15/2020","MI",478171,229,"Michigan"
"01/29/2020","OK",,,"Oklahoma"
"03/13/2020","NJ",,,"New Jersey"
"07/19/2020","VA",78375,4,"Virginia"
"10/23/2020","NM",,7,"New Mexico"
"03/30/2020","WA",,,"Washington"
"11/24/2020","CT",107280,13,"Connecticut"
"05/12/2020","MD",,55,"Maryland"
"01/22/2020","RMI",,,
"11/12/2020","AR",,19,"Arkansas"
"05/14/2020","LA",,36,"Louisiana"
"11/10/2020","MS",129394,21,"Mississippi"
"02/26/2020","KY",,,"Kentucky"
"11/17/2020","NJ",,38,"New Jersey"
"02/29/2020","RMI",,,
"05/15/2020","PA",60622,125,"Pennsylvania"
"04/25/2020","AR",,1,"Arkansas"
"08/31/2020","OK",64108,1,"Oklahoma"
"07/21/2020","CT",48096,-2,"Connecticut"
"04/19/2020","MA",38077,146,"Massachusetts"
"09/23/2020","CO",66669,6,"Colorado"
"07/14/2020","OH",67995,4,"Ohio"
"02/15/2020","IA",,,"Iowa"
"08/27/2020","IN",,8,"Indiana"
"12/01/2020","SC",218912,32,"South Carolina"
"12/01/2020","SC",218912,32,"South Dakota"
"06/11/2020","TX",,35,"Texas"
"09/13/2020","WA",,0,"Washington"
"02/17/2020","NY",,,"New York"
"06/18/2020","AZ",43443,39,"Arizona"
"03/20/2020","AL",,,"Alabama"
"06/01/2020","LA",,16,"Louisiana"
"07/20/2020","VA",79371,16,"Virginia"
"04/01/2020","CA",,,"California"
"09/14/2020","MD",,10,"Maryland"
"02/29/2020","SC",,,"South Carolina"
"02/29/2020","SC",,,"South Dakota"
"11/22/2020","IN",,70,"Indiana"
"10/31/2020","MI",197406,37,"Michigan"
"06/13/2020","WA",,9,"Washington"
"06/12/2020","RMI",0,0,
"11/13/2020","LA",,26,"Louisiana"
"09/14/2020","PR",38172,9,"Puerto Rico"
"01/30/2020","FL",,,"Florida"
"05/21/2020","LA",,21,"Louisiana"
"05/04/2020","ND",1225,0,"North Dakota"
"07/26/2020","AL",79294,19,"Alabama"
"10/08/2020","IL",313439,32,"Illinois"
"11/27/2020","MN",,105,"Minnesota"
"11/27/2020","MN",,105,"Montana"
"05/06/2020","CA",,95,"California"
"08/05/2020","MN",,7,"Minnesota"
"08/05/2020","MN",,7,"Montana"
"05/15/2020","IN",,48,"Indiana"
"02/19/2020","TX",,,"Texas"
"08/10/2020","NM",,5,"New Mexico"
"04/24/2020","WA",,12,"Washington"
"04/25/2020","WI",5687,4,"Wisconsin"
"02/28/2020","CO",,,"Colorado"
"12/15/2020","OH",579357,124,"Ohio"
"11/06/2020","AR",,23,"Arkansas"
"02/07/2020","NM",,,"New Mexico"
"09/04/2020","AZ",204681,46,"Arizona"
"08/23/2020","ID",29853,1,"Idaho"
"10/10/2020","LA",,0,"Louisiana"
"07/27/2020","ID",18694,7,"Idaho"
"08/25/2020","WI",76306,13,"Wisconsin"
"09/08/2020","MI",118902,1,"Michigan"
"08/25/2020","NM",,3,"New Mexico"
"06/25/2020","WI",29105,9,"Wisconsin"
"03/12/2020","AZ",,,"Arizona"
"10/06/2020","VA",153691,13,"Virginia"
"11/18/2020","ND",68612,10,"North Dakota"
"09/23/2020","AL",147153,31,"Alabama"
"11/16/2020","IN",,26,"Indiana"
"02/28/2020","NV",,,"Nevada"
"10/19/2020","KY",88247,11,"Kentucky"
"11/16/2020","AR",,46,"Arkansas"
"08/31/2020","OH",123157,10,"Ohio"
"09/09/2020","GA",299621,58,"Georgia"
"09/07/2020","OH",130558,0,"Ohio"
"07/14/2020","FL",,133,"Florida"
"05/27/2020","WV",1899,0,"West Virginia"
"03/15/2020","TN",,,"Tennessee"
"03/12/2020","TN",,,"Tennessee"
"12/10/2020","SC",241686,19,"South Carolina"
"12/10/2020","SC",241686,19,"South Dakota"
"02/21/2020","CO",,,"Colorado"
"05/27/2020","MD",,35,"Maryland"
"09/15/2020","TN",175231,36,"Tennessee"
"05/05/2020","CT",30621,103,"Connecticut"
"07/31/2020","CO",46809,17,"Colorado"
"12/02/2020","OH",437928,133,"Ohio"
"07/24/2020","MD",,11,"Maryland"
"04/17/2020","WI",,,"Wisconsin"
"04/16/2020","WY",401,0,"Wyoming"
"03/09/2020","LA",,,"Louisiana"
"08/13/2020","AL",105557,9,"Alabama"
"09/27/2020","LA",,21,"Louisiana"
"12/15/2020","MA",296762,55,"Massachusetts"
"09/21/2020","WA",,18,"Washington"
"06/29/2020","MI",70223,4,"Michigan"
"12/15/2020","CT",155462,27,"Connecticut"
"06/14/2020","MD",,10,"Maryland"
"11/08/2020","AR",,17,"Arkansas"
"11/04/2020","ID",68314,18,"Idaho"
"11/15/2020","CT",88645,0,"Connecticut"
"05/08/2020","PR",2156,56,"Puerto Rico"
"07/06/2020","NY",,5,"New York"
"12/24/2020","OH",653650,116,"Ohio"
"06/09/2020","AZ",28296,89,"Arizona"
"01/25/2020","CO",,,"Colorado"
"11/19/2020","WV",37399,13,"West Virginia"
"06/11/2020","RMI",0,0,
"08/22/2020","IN",,11,"Indiana"
"11/06/2020","IL",465540,119,"Illinois"
"10/03/2020","NV",,11,"Nevada"
"11/05/2020","TN",271771,35,"Tennessee"
"11/14/2020","OH",290243,15,"Ohio"
"02/04/2020","AR",,,"Arkansas"
"03/01/2020","MS",,,"Mississippi"
"04/23/2020","WV",981,2,"West Virginia"
"04/21/2020","WA",,30,"Washington"
"02/20/2020","IL",,,"Illinois"
"12/24/2020","RMI",4,0,
"02/11/2020","AL",,,"Alabama"
"06/15/2020","AR",,3,"Arkansas"
"05/12/2020","PR",2299,1,"Puerto Rico"
"03/25/2020","TX",,,"Texas"
"10/05/2020","NM",,4,"New Mexico"
"07/01/2020","LA",,17,"Louisiana"
"02/22/2020","IL",,,"Illinois"
"08/02/2020","NE",,0,"Nebraska"
"06/28/2020","IA",,1,"Iowa"
"07/26/2020","IA",,1,"Iowa"
"07/01/2020","AZ",84092,98,"Arizona"
"10/05/2020","WA",,16,"Washington"
"05/06/2020","AS",,0,
"02/28/2020","MD",,,"Maryland"
"11/23/2020","MD",,34,"Maryland"
"01/24/2020","CT",,,"Connecticut"
"06/13/2020","MA",105395,38,"Massachusetts"
"02/21/2020","PR",,,"Puerto Rico"
"06/20/2020","CO",30349,4,"Colorado"
"02/14/2020","MN",,,"Minnesota"
"02/14/2020","MN",,,"Montana"
"12/26/2020","CT",172743,0,"Connecticut"
"10/02/2020","MD",,7,"Maryland"
"12/14/2020","PA",499764,97,"Pennsylvania"
"06/30/2020","PA",87242,17,"Pennsylvania"
"04/03/2020","MD",,,"Maryland"
"09/13/2020","NYC",238945,10,
"03/03/2020","AS",,,
"08/23/2020","MS",78405,8,"Mississippi"
"02/14/2020","LA",,,"Louisiana"
"10/16/2020","MS",110006,12,"Mississippi"
"08/22/2020","LA",,0,"Louisiana"
"07/18/2020","WA",,10,"Washington"
"05/01/2020","WV",1151,3,"West Virginia"
"05/21/2020","NYC",192840,0,
"05/16/2020","IA",,10,"Iowa"
"09/11/2020","WI",91625,4,"Wisconsin"
"05/01/2020","WA",,10,"Washington"
"01/22/2020","MN",,,"Minnesota"
"01/22/2020","MN",,,"Montana"
"06/09/2020","OK",7163,2,"Oklahoma"
"11/09/2020","ND",56342,35,"North Dakota"
"06/11/2020","WV",2217,1,"West Virginia"
"08/24/2020","NV",,3,"Nevada"
"08/20/2020","AZ",196280,49,"Arizona"
"09/28/2020","AZ",217510,1,"Arizona"
"09/19/2020","CO",64356,4,"Colorado"
"12/21/2020","RMI",4,0,
"02/23/2020","AL",,,"Alabama"
"08/05/2020","MA",119643,2,"Massachusetts"
"10/04/2020","AL",159169,0,"Alabama"
"12/27/2020","MA",348600,100,"Massachusetts"
"10/29/2020","WV",23466,8,"West Virginia"
"02/26/2020","VA",,,"Virginia"
"03/16/2020","AS",,,
"07/30/2020","NY",,7,"New York"
"11/26/2020","KY",166139,1,"Kentucky"
"02/03/2020","AS",,,
"02/20/2020","TN",,,"Tennessee"
"11/14/2020","AL",215843,21,"Alabama"
"04/19/2020","NE",,0,"Nebraska"
"12/01/2020","NE",,62,"Nebraska"
"04/11/2020","TN",,,"Tennessee"
"05/02/2020","CO",16120,16,"Colorado"
"09/24/2020","WY",5305,0,"Wyoming"
"02/11/2020","OK",,,"Oklahoma"
"11/03/2020","OH",226138,43,"Ohio"
"02/29/2020","AL",,,"Alabama"
"12/09/2020","MA",269220,89,"Massachusetts"
"09/08/2020","MD",,9,"Maryland"
"03/25/2020","AR",,,"Arkansas"
"01/26/2020","ND",,,"North Dakota"
"05/04/2020","CT",29973,68,"Connecticut"
"08/31/2020","RMI",0,0,
"08/04/2020","AR",,15,"Arkansas"
"08/26/2020","GA",269637,49,"Georgia"
"07/25/2020","WA",,-1,"Washington"
"04/04/2020","AS",,,
"09/21/2020","TX",,24,"Texas"
"06/08/2020","NYC",209291,48,
"04/07/2020","RMI",,,
"10/01/2020","ID",42561,4,"Idaho"
"03/28/2020","WA",,,"Washington"
"09/23/2020","NYC",242255,3,
"03/19/2020","MN",,,"Minnesota"
"03/19/2020","MN",,,"Montana"
"01/25/2020","VA",,,"Virginia"
"06/17/2020","AL",27327,6,"Alabama"
"02/28/2020","IN",,,"Indiana"
"12/19/2020","WI",490679,96,"Wisconsin"
"11/27/2020","IL",705063,114,"Illinois"
"04/15/2020","ID",1587,2,"Idaho"
"10/15/2020","CO",81918,2,"Colorado"
"10/12/2020","MS",105941,18,"Mississippi"
"08/17/2020","WY",3331,3,"Wyoming"
"08/06/2020","WA",,29,"Washington"
"03/08/2020","FL",,,"Florida"
"11/22/2020","AZ",299665,7,"Arizona"
"02/18/2020","TX",,,"Texas"
"07/03/2020","WI",33431,3,"Wisconsin"
"11/19/2020","VA",213332,21,"Virginia"
"11/09/2020","VA",194913,13,"Virginia"
"02/20/2020","WI",,,"Wisconsin"
"09/14/2020","MI",124287,10,"Michigan"
"06/05/2020","PR",4620,2,"Puerto Rico"
"10/02/2020","MN",,10,"Minnesota"
"10/02/2020","MN",,10,"Montana"
"04/09/2020","MS",,,"Mississippi"
"10/27/2020","CO",98733,13,"Colorado"
"03/06/2020","NV",,,"Nevada"
"01/29/2020","WI",,,"Wisconsin"
"04/21/2020","TN",7394,5,"Tennessee"
"10/23/2020","ND",36874,8,"North Dakota"
"09/01/2020","IN",,16,"Indiana"
"03/27/2020","NY",,,"New York"
"07/02/2020","ID",6593,0,"Idaho"
"12/01/2020","NM",,21,"New Mexico"
"07/27/2020","NY",,2,"New York"
"02/09/2020","IL",,,"Illinois"
"05/17/2020","ND",1900,1,"North Dakota"
"09/07/2020","PR",35504,8,"Puerto Rico"
"12/25/2020","IN",,40,"Indiana"
"10/23/2020","CA",,73,"California"
"11/13/2020","AZ",269577,21,"Arizona"
"12/09/2020","CT",140548,50,"Connecticut"
"10/17/2020","TN",226139,32,"Tennessee"
"04/07/2020","IL",,,"Illinois"
"09/02/2020","MA",129176,22,"Massachusetts"
"03/21/2020","FL",,,"Florida"
"02/28/2020","MA",,,"Massachusetts"
"06/30/2020","AR",,5,"Arkansas"
"09/09/2020","PR",36279,12,"Puerto Rico"
"04/28/2020","GA",23850,81,"Georgia"
"05/15/2020","MN",,2,"Minnesota"
"05/15/2020","MN",,2,"Montana"
"09/08/2020","TX",,61,"Texas"
"05/05/2020","AR",,3,"Arkansas"
"07/03/2020","MI",71678,0,"Michigan"
"04/05/2020","NV",,,"Nevada"
"04/14/2020","NM",,,"New Mexico"
"12/20/2020","NV",,30,"Nevada"
"06/18/2020","MS",20641,0,"Mississippi"
"03/06/2020","NJ",,,"New Jersey"
"06/14/2020","NE",,0,"Nebraska"
"08/22/2020","NE",,0,"Nebraska"
"10/05/2020","SC",152159,3,"South Carolina"
"10/05/2020","SC",152159,3,"South Dakota"
"02/08/2020","WV",,,"West Virginia"
"04/10/2020","OH",,,"Ohio"
"05/31/2020","RMI",0,0,
"06/03/2020","IL",123830,96,"Illinois"
"10/09/2020","AZ",224084,2,"Arizona"
"08/22/2020","AZ",197895,69,"Arizona"
"11/14/2020","CO",159234,22,"Colorado"
"02/27/2020","WV",,,"West Virginia"
"02/13/2020","TN",,,"Tennessee"
"10/29/2020","MN",,33,"Minnesota"
"10/29/2020","MN",,33,"Montana"
"04/02/2020","IL",,,"Illinois"
"10/21/2020","ND",35052,9,"North Dakota"
"12/07/2020","NY",,63,"New York"
"02/13/2020","PR",,,"Puerto Rico"
"08/17/2020","IN",,2,"Indiana"
"06/23/2020","NJ",,54,"New Jersey"
"09/27/2020","NYC",243840,11,
"02/25/2020","TX",,,"Texas"
"02/17/2020","OK",,,"Oklahoma"
"03/14/2020","NY",,,"New York"
"12/10/2020","NYC",354902,29,
"09/03/2020","TX",,221,"Texas"
"03/02/2020","FL",,,"Florida"
"02/17/2020","PR",,,"Puerto Rico"
"12/27/2020","PA",610025,244,"Pennsylvania"
"10/24/2020","CO",93400,8,"Colorado"
"10/31/2020","PR",66661,14,"Puerto Rico"
"04/20/2020","TN",7239,5,"Tennessee"
"02/26/2020","MS",,,"Mississippi"
"11/24/2020","NE",,16,"Nebraska"
"03/05/2020","IN",,,"Indiana"
"04/07/2020","CT",,,"Connecticut"
"10/18/2020","PA",182212,52,"Pennsylvania"
"06/27/2020","CO",32022,1,"Colorado"
"11/27/2020","AR",,0,"Arkansas"
"10/22/2020","OK",118841,13,"Oklahoma"
"06/23/2020","PR",6820,0,"Puerto Rico"
"06/20/2020","OK",9730,1,"Oklahoma"
