provider_language_id,provider_id,language
21760,1124214762, Punjabi
21761,1124214762, Spanish
21762,1124214762, Urdu
21763,1124214762,Spanish
21764,1124214762,Russian
21765,1124214762, Ukrainian
21766,1124214762, Vietnamese
21767,1124248653,Spanish
21770,1124294467,Spanish
21776,1124380886,Spanish
21779,1124432695,Hindi
21780,1124432695, Russian
21781,1124432695, Spanish
21783,1124455829,Korean
21784,1124455829, Spanish
21785,1124467766,Spanish
21787,1124469101,Spanish
21790,1094210,Spanish
21791,1124573399,Spanish
21796,1134141310,Spanish
21798,1134149818,Spanish
21803,1134226459,Spanish
21808,1134360571,Romanian
21810,1134382245,Spanish
21813,1094141,Spanish
21814,1094048,Spanish
21819,1144255803,Spanish
21826,1144482126,Spanish
21830,1094273,Spanish
21832,1144533696,Spanish
21837,1094066,Italian
21838,1094066, Spanish
21843,1144777996,Hindi
21844,1144777996, Spanish
21846,1154321206,Spanish
21847,1366585408,Spanish
21849,1366591125,Spanish
21853,1094172,Spanish
21855,1366628877,Hindi
21856,1366628877, Punjabi
21857,1366628877, Spanish
21858,1366628877, Urdu
21860,1366659302,Spanish
21861,1366700627,Spanish
21863,1366749798,Spanish
21865,1366766859,Spanish
21868,1094107,French
21869,1094107, Hebrew
21870,1094107, Spanish
21872,1366883399,Russian
21873,1366883399,Spanish
21875,1366890733,Spanish
21877,1094232,Spanish
21878,1376073635,Russian
21880,1376562777,Spanish
21883,1376612838,Spanish
21884,1094182,Spanish
21886,1376621078,Spanish
21888,1376678672,Spanish
21892,1376750844,Spanish
21894,1094228,Spanish
21895,1376766261,Spanish
21896,1376782102,Spanish
21897,1376782102,Japanese
21898,1376782102, Korean
21899,1376830885,Spanish
21901,1376843250,Spanish
21905,1094035,Spanish
21906,1376926303,Spanish
21909,1094059,Spanish
21911,1094229,Spanish
21912,1386026946,Spanish
21915,1386027357,Spanish
21916,1094004,Spanish
21921,1386601805,Spanish
21922,1386628725,Spanish
21925,1386782423,Spanish
21927,1386808533,Spanish
21929,1386887867,Spanish
21931,1760507289,Korean
21932,1760507289, Spanish
21935,1760553879,Spanish
21937,1760558258,Spanish
21940,1760558985,Hindi
21941,1760558985, Russian
21942,1760558985, Spanish
21944,1760566533,Spanish
21945,1760566723,Spanish
21949,1760613657,Spanish
21954,1760815856,Persian
21955,1760815856, Spanish
21960,1094086,Spanish
21963,1770057945,French
21964,1770057945, Hebrew
21965,1770057945, Spanish
21967,1094060,Spanish
21970,1770544553,Spanish
21972,1770606717,Spanish
21974,1770677205,Spanish
21975,1770679904,Spanish
21980,1094216,Spanish
21982,1770902660,Spanish
21985,1770924573,Navajo
21993,1780804211,Spanish
21996,1780808972,Spanish
21999,1780815217,Spanish
22003,1093036816,Spanish
22005,1093039091,Russian
22006,1093039091, Spanish
22007,1093039091, Vietnamese
22011,1094143,Spanish
22015,1094233,Spanish
22016,1093158875,Spanish
22020,1093246530,Spanish
22024,1093261729,Navajo
22025,1093261729,Spanish
22027,1094104,Spanish
22029,1093719916,Spanish
22031,1093820599,Spanish
22033,1093856411,Spanish
22041,1093965709,Spanish
22043,1093975666,Spanish
22047,1104126390,Spanish
22052,1104148519,Korean
22055,1104151141,Spanish
22058,1104266949,Spanish
22060,1104371038,Spanish
22063,1104826759,Spanish
22067,1104901388,Spanish
22068,1104931674,German
22072,1104959329,Gujarati
22073,1104959329, Hindi
22080,1114147980,Spanish
22083,1094001,Spanish
22085,1114239464,Hindi
22086,1114239464, Russian
22087,1114239464, Spanish
22089,1114247293,Spanish
22091,1114292786,Spanish
22093,1114302395,Spanish
22098,1114331824,Spanish
22099,1114464716,Persian
22100,1114464716, Spanish
22102,1114464716,Hindi
22103,1114464716, Russian
22105,1114467560,Spanish
22107,1114959277,Spanish
22110,1295792307,Spanish
22112,1295831287,Spanish
22114,1295959765,Spanish
22120,1306151626,Russian
22121,1306151626, Spanish
22122,1306151626,Spanish
22128,1306831466,Spanish
22132,1306987656,Spanish
22134,1316031859,Spanish
22137,1316077407,American Sign Language
22138,1316077407, Spanish
22142,1316187537,French
22143,1316187537, Hebrew
22144,1316187537, Spanish
22146,1316193857,Spanish
22148,1094055,Spanish
22150,1316258338,Spanish
22152,1316264922,Spanish
22154,1316267503,Spanish
22155,1316267503,Arabic
22157,1316321557,Spanish
22158,1316321557,Persian
22159,1316321557, Spanish
22160,1316321557,Arabic
22161,1316321557, Persian
22164,1094187,Spanish
22166,1316366164,Spanish
22167,1316424328,Spanish
22169,1316426752,Spanish
22174,1326176603,Spanish
22175,1326176603,Korean
22177,1326207374,Spanish
22178,1326212739,Korean
22181,1326308628,Spanish
22183,1094160,Russian
22185,1326394065,Spanish
22187,1326489576,Spanish
22189,1336147404,Arabic
22191,1336162825,Spanish
22195,1336246883,Spanish
22198,1336322346,Russian
22199,1336322346, Spanish
22200,1336363472,Spanish
22206,1558467894,Spanish
22213,1558552307,Spanish
22214,1558552307, Vietnamese
22216,1558571315,Spanish
22222,1558720128,Spanish
22224,1558737858,Spanish
22225,1558737858,Persian
22226,1558737858, Spanish
22227,1558737858,Arabic
22228,1558737858, Persian
22232,1558801852,Spanish
22234,1558801928,Spanish
22238,1094031,Spanish
22241,1568424281,Spanish
22243,1568430338,Spanish
22245,1568513810,Spanish
22246,1568553105,Spanish
22248,1568553105,Korean
22249,1568553105, Spanish
22252,1568743755,Russian
22253,1568743755, Spanish
22254,1568743755,Spanish
22256,1568775666,Spanish
22260,1094081,Spanish
22263,1568871135,Spanish
22264,1568871135,Persian
22265,1568871135, Spanish
22266,1568871135,Arabic
22267,1568871135, Persian
22269,1568907426,Spanish
22272,1094168,Spanish
22274,1568948321,Spanish
22277,1094169,Spanish
22279,1578035531,Hindi
22280,1578035531, Russian
22281,1578035531, Spanish
22285,1578653606,Spanish
22287,1578654513,French
22288,1578654513, Hebrew
22289,1578654513, Spanish
22293,1578768313,Spanish
22295,1578783007,Spanish
22299,1578811717,Spanish
22300,1578811717,Persian
22301,1578811717, Spanish
22302,1578811717,Arabic
22303,1578811717, Persian
22306,1578869905,Spanish
22308,1578879417,Spanish
22310,1578882353,Hindi
22311,1578882353, Russian
22312,1578882353, Spanish
22313,1578884094,Spanish
22316,1578893749,Spanish
22320,1578915823,Spanish
22321,1578962858,Spanish
22325,1851524920,Spanish
22327,1851527741,Spanish
22329,1851547012,Navajo
22330,1851613574,Spanish
22333,1094214,French
22334,1094214, Hebrew
22335,1094214, Spanish
22336,1851716492,Spanish
22338,1851743553,Spanish
22339,1851752166,Spanish
22341,1851752166, Vietnamese
22344,1851777304,Spanish
22346,1851788095,Spanish
22348,1093996,Spanish
22350,1851821037,Spanish
22353,1861473092,Spanish
22355,1861514358,Spanish
22357,1861528341,Spanish
22360,1861612129,Greek
22364,1861621641,Hindi
22365,1861641011,Spanish
22368,1861695462,Spanish
22369,1094126,Spanish
22371,1094126,Persian
22372,1094126, Spanish
22373,1094126,Arabic
22374,1094126, Persian
22375,1861726978,Spanish
22378,1861807042,French
22379,1861807042, Hebrew
22380,1861807042, Spanish
22382,1861811341,Spanish
22383,1861811341,Persian
22384,1861811341, Spanish
22388,1871635144,Spanish
22389,1871635144, Vietnamese
22390,1871645051,Spanish
22396,1871802934,Navajo
22398,1871810473,Hindi
22399,1871810473, Russian
22400,1871810473, Spanish
22403,1871946657,Romanian
22405,1871951947, Vietnamese
22407,1871982140,Spanish
22409,1881024420,Spanish
22412,1003162223,Spanish
22414,1003193426,Spanish
22416,1003266164,Spanish
22418,1003286055,Spanish
22420,1003307802,American Sign Language
22422,1003307802,Navajo
22423,1003307802, American Sign Language
22424,1003309279,Spanish
22426,1003309279,American Sign Language
22427,1003309279, Spanish
22428,1094110,Spanish
22430,1003900531,Spanish
22432,1003911504,Spanish
22434,1003933847,Spanish
22436,1003966714,Spanish
22439,1003983750,Spanish
22442,1013011576,Polish
22443,1013011576, Spanish
22447,1013151521,Spanish
22450,1013207968,Spanish
22453,1013342476,Spanish
22455,1013400308,Spanish
22456,1013400308, Vietnamese
22458,1094142,Spanish
22461,1023127842,Spanish
22466,1033118815,Spanish
22468,1094190,Spanish
22473,1033315627,Spanish
22475,1033318746,Spanish
22477,1033482542,Amharic
22478,1033482542, Mandarin
22479,1033482542, Spanish
22480,1033482542, Vietnamese
22484,1094224,Spanish
22485,1043283070,Spanish
22488,1043386105,Spanish
22490,1043433188,Spanish
22492,1043480940,Spanish
22494,1043541402,Arabic
22495,1043541402, Spanish
22497,1043624224,Portuguese
22498,1043624224, Spanish
22499,1043624224, Vietnamese
22501,1043624331,Spanish
22503,1518986124,Spanish
22504,1528014560,Spanish
22506,1528036308,Spanish
22508,1528129343,Arabic
22509,1528129343, German
22510,1528129343, Portuguese
22511,1528129343, Spanish
22513,1528172210,Spanish
22515,1528204641,French
22516,1528204641, Spanish
22518,1528317641,Spanish
22520,1528321544,Japanese
22521,1528321544, Spanish
22524,1528356532,Spanish
22526,1528442209,Spanish
22528,1094184,American Sign Language
22529,1094184, Spanish
22531,1528461399,Spanish
22534,1538130497,Spanish
22536,1538153481,Russian
22537,1538153481, Spanish
22538,1538153481, Ukrainian
22541,1538275441,Spanish
22544,1538347752,Hindi
22545,1538347752, Kannada
22546,1538347752, Russian
22547,1538347752, Spanish
22550,1538398920,Spanish
22552,1538467733,Amharic
22553,1538467733, Mandarin
22554,1538467733, Spanish
22555,1538467733, Vietnamese
22557,1538518592,Spanish
22559,1538581301,Spanish
22562,1548390750,Russian
22563,1548390750, Spanish
22565,1548492887,Spanish
22568,1548547425,Russian
22569,1548547425, Spanish
22571,1548548803,Spanish
22573,1094129,Spanish
22575,1548745631,Spanish
22577,1558525667,Spanish
22578,1558540005,Spanish
22579,1558540005, Tagalog
22580,1558578773,Spanish
22581,1558649251,Philippine
22582,1568699817,Spanish
22584,1568776268,German
22585,1568776268, Spanish
22586,1568776268, Thai
22587,1578739553,Russian
22588,1578739553, Spanish
22589,1578739553, Ukrainian
22590,1578745105,Spanish
22591,1578798955,Russian
22592,1578798955,Spanish
22593,1578798955, Vietnamese
22594,1578911863,Bulgarian
22595,1578911863, Hindi
22596,1578911863, American Sign Language
22597,1578911863, Spanish
22599,1588860480,Spanish
22600,1598050247,Spanish
22601,1598115941,Cambodian
22602,1598115941, Portuguese
22603,1598115941, Russian
22604,1598115941,Latin
22605,1094208,Spanish
22607,1598950669,Russian
22608,1598950669, Spanish
22609,1598951972,Russian
22610,1598951972, Spanish
22611,1609258425, Kannada
22612,1609258425, Russian
22613,1094022,Spanish
22614,1094148,Spanish
22615,1619075991,French
22616,1619075991, Spanish
22617,1619075991, Vietnamese
22618,1619075991,Polish
22619,1619131109,Spanish
22620,1619170727,Spanish
22622,1619238284,Spanish
22623,1619289121,Spanish
22624,1619333663,Spanish
22625,1619461100,Portuguese
22626,1619461100, Spanish
22627,1629232061,Spanish
22628,1629262043,German
22629,1629262043, Italian
22630,1629262043, Korean
22631,1629262043, Russian
22632,1629639349,Spanish
22633,1639415987,Spanish
22634,1639440811,Polish
22635,1639440811, Spanish
22636,1639472665,Spanish
22637,1639512015,Spanish
22639,1639536055,Spanish
22641,1094201,Spanish
22643,1094197,Spanish
22646,1649391459,Korean
22647,1649391459, Spanish
22650,1649591272,Spanish
22652,1649610130,Spanish
22654,1094256,Spanish
22656,1649700089,Spanish
22660,1174698666,Persian
22661,1174698666, Russian
22662,1174698666, Spanish
22663,1174698666, Ukrainian
22666,1093975,Spanish
22667,1174839740,Spanish
22670,1094033,Spanish
22671,1094033,French
22672,1094033, Hebrew
22673,1094033, Spanish
22675,1094278,Spanish
22677,1174901367,Spanish
22679,1174982151,Korean
22680,1174982151, Spanish
22683,1184007221,Spanish
22685,1094014,Spanish
22687,1184062747,Spanish
22691,1184145104,Spanish
22694,1184611030,Spanish
22698,1184760522,Spanish
22700,1184760522,American Sign Language
22701,1184760522, Spanish
22706,1184850315,German
22709,1184894214,Spanish
22712,1184999138,Spanish
22715,1194145573,Spanish
22716,1194148163,Spanish
22718,1194148163,Russian
22719,1194148163, Spanish
22722,1194188672,Spanish
22723,1194188672, Vietnamese
22724,1094165,American Sign Language
22728,1094173,Spanish
22732,1194826784,Spanish
22735,1194857912,Hindi
22736,1194857912, Russian
22737,1194857912, Spanish
22739,1194883744,Spanish
22741,1194896530,Spanish
22744,1194953133,Spanish
22746,1194988113,Spanish
22747,1194988113, Vietnamese
22749,1205003639,Spanish
22751,1205011376,Spanish
22756,1205164878,Spanish
22760,1225568504,Portuguese
22761,1225568504, Spanish
22762,1225568504, Vietnamese
22764,1235130006,Spanish
22765,1235188012,Spanish
22767,1235207200,Spanish
22768,1235207200, Vietnamese
22772,1235396615,Spanish
22775,1235446642,Spanish
22779,1235547183,Spanish
22783,1235581141,Spanish
22786,1094166,Spanish
22789,1245203041,Spanish
22791,1245238377,Arabic
22792,1245238377,Spanish
22795,1245328350,Spanish
22798,1245392885,Spanish
22804,1245470988,Navajo
22805,1245470988, American Sign Language
22808,1245525443,Hindi
22809,1245525443, Spanish
22812,1245542596,Spanish
22814,1245599703,Spanish
22815,1245599703, Vietnamese
22819,1245673318,Spanish
22820,1245673318,Arabic
22821,1245673318, Chinese
22822,1245752112,Spanish
22825,1245758168,Polish
22826,1245758168, Spanish
22828,1245784362,Persian
22829,1245784362, Spanish
22830,1245784362,Arabic
22831,1245784362, Persian
22832,1245784362,Spanish
22839,1255396768,Spanish
22843,1255419479,Spanish
22848,1255484911,Spanish
22849,1255560322,Spanish
22851,1255560322, Vietnamese
22853,1255606257,Spanish
22855,1255607131,Spanish
22858,1255627329,Navajo
22860,1255673059,Korean
22861,1255673059, Spanish
22862,1255673059,Spanish
22863,1255673059,Russian
22864,1255673059, Vietnamese
22868,1255767406,Spanish
22870,1255768743,Spanish
22873,1255778205,Spanish
22875,1255792750,Spanish
22878,1255853636,French
22879,1255853636, Hindi
22880,1255853636, Russian
22881,1255853636, Spanish
22884,1265453013,Spanish
22889,1265632871,Spanish
22895,1265653505,Spanish
22898,1265685796,Spanish
22900,1265707483,Spanish
22904,1094220,Spanish
22905,1094223,Spanish
22908,1265862544,Spanish
22909,1265890768,Spanish
22913,1265954713,Spanish
22916,1780901306,Spanish
22918,1780948794,Spanish
22921,1790093599,Spanish
22923,1094044,Spanish
22927,1094255,Spanish
22931,1094000,Spanish
22932,1790715563,Spanish
22936,1790789071,Spanish
22940,1790941912,Spanish
22944,1801058599,Spanish
22946,1801100896,Spanish
22947,1801101779,Arabic
22948,1801101779, Burmese
22949,1801101779, Cantonese
22950,1801101779, Chinese
22951,1801101779, Vietnamese
22954,1801206206,Spanish
22955,1801206206,Persian
22956,1801206206, Spanish
22957,1801206206,Arabic
22958,1801206206, Persian
22960,1093990,Spanish
22962,1801269261,Spanish
22964,1094112,Spanish
22970,1801900980,Spanish
22972,1801962410,Spanish
22974,1811159023,Portuguese
22975,1811159023, Spanish
22976,1811159023, Vietnamese
22980,1811334600,Hindi
22984,1094050,Spanish
22986,1811475239,Spanish
22988,1811914344,Spanish
22990,1811961394,Spanish
22992,1811984339,Spanish
22995,1811985096,German
22997,1821042896,Russian
22998,1821042896, Spanish
23000,1821046624,Spanish
23003,1821071184,Spanish
23005,1821133893,Arabic
23009,1821172792,Spanish
23011,1821189572,Spanish
23015,1094215,Spanish
23020,1912127788,Spanish
23022,1094089,Spanish
23024,1094011,Spanish
23027,1094037,Spanish
23034,1922166362,Spanish
23036,1922171370,Hindi
23037,1922171370, Russian
23038,1922171370, Spanish
23042,1922240852,Spanish
23043,1922263912,Polish
23044,1922263912, Spanish
23046,1922304237,Spanish
23047,1922304237,Persian
23048,1922304237, Spanish
23049,1922304237,Arabic
23050,1922304237, Persian
23052,1922422187,Polish
23053,1922422187, Spanish
23055,1922428135,Spanish
23058,1094069,Spanish
23060,1922497296,Spanish
23062,1094115,Spanish
23065,1932172905,Spanish
23078,1932389574,Spanish
23080,1932399599,Navajo
23082,1932436607,Navajo
23084,1932469863,French
23085,1932469863, Hebrew
23086,1932469863, Spanish
23087,1932469863,Spanish
23089,1932483567,Spanish
23090,1094236,Spanish
23092,1932497203,Spanish
23093,1932497203, Tagalog
23094,1932569787,Spanish
23096,1932588969,Spanish
23098,1094054,Spanish
23100,1094253,Spanish
23102,1043649361,Spanish
23104,1043662802,Spanish
23106,1043669013,Spanish
23108,1093997,Spanish
23110,1043756950,Spanish
23112,1043759384,Spanish
23114,1053448563,Hindi
23115,1053448563, Spanish
23117,1053516872,Spanish
23120,1053784207,Korean
23121,1053784207, Lao
23122,1053784207, Spanish
23123,1053784207, Thai
23125,1093973,Spanish
23127,1063555043,Arabic
23128,1063555043, Spanish
23129,1063558724,Spanish
23130,1063558724, Tagalog
23131,1063723252,Spanish
23133,1094219,Spanish
23134,1073745386,Spanish
23135,1073745386, Vietnamese
23137,1073854964,Spanish
23141,1083108302,Portuguese
23142,1083108302, Spanish
23143,1083116891,Persian
23144,1083116891, Spanish
23145,1083116891,Arabic
23146,1083116891, Persian
23147,1083797104,Spanish
23148,1093075681,Spanish
23149,1093246837,Spanish
23150,1093859100,Spanish
23151,1093888943,Spanish
23152,1104051473,Spanish
23153,1104129550,American Sign Language
23154,1104140201,Spanish
23155,1104850379,Spanish
23156,1114108321,Spanish
23157,1114172699,Spanish
23159,1124057336,Spanish
23160,1124298146,Albanian
23161,1124298146, Romanian
23162,1124298146, Spanish
23163,1124306105,Spanish
23164,1124403118,Spanish
23165,1134168495,American Sign Language
23166,1134295884,Spanish
23167,1134614688,Spanish
23169,1144255803,Japanese
23170,1144255803, Spanish
23171,1144322793,Spanish
23173,1144469784,Spanish
23174,1144521139,German
23175,1144521139, Spanish
23176,1144521139, Thai
23177,1144544628,Spanish
23178,1144777996,Spanish
23179,1154393767,Spanish
23180,1154412351,Spanish
23182,1154479715,Persian
23183,1154522878,Spanish
23184,1154603959,Vietnamese
23186,1164473625,Russian
23187,1164473625, Vietnamese
23188,1164495636,Spanish
23189,1164583746,Arabic
23190,1164583746, Spanish
23191,1164596011,Arabic
23192,1164596011, German
23193,1164596011, Portuguese
23194,1164596011, Spanish
23195,1164707899,Spanish
23196,1164738365,Spanish
23198,1164872479,Spanish
23199,1094222,Spanish
23201,1164944773,Spanish
23202,1174059042,Russian
23203,1174059042,Spanish
23204,1174059042, Vietnamese
23205,1417058595,Hebrew
23206,1417058595, Spanish
23207,1417058595,Spanish
23208,1094062,Spanish
23211,1417185745,Spanish
23213,1094207,Spanish
23216,1417382011,Spanish
23217,1094245,Spanish
23219,1417496548,Spanish
23223,1427059666,Spanish
23226,1427148881,Spanish
23229,1427197383,Korean
23230,1427197383, Spanish
23232,1427216332,Portuguese
23235,1094025,Spanish
23238,1094254,Spanish
23242,1437238490,Spanish
23244,1437293305,Spanish
23246,1437325826,Spanish
23248,1437530334,Japanese
23249,1437530334, Korean
23250,1437530334, Spanish
23251,1437530334, Ukrainian
23253,1437531399,Spanish
23255,1437546801,Spanish
23258,1437647195,Spanish
23260,1094138,Spanish
23265,1447589429,Spanish
23267,1094250,Spanish
23269,1447759733,Spanish
23272,1457332363,Spanish
23274,1457342826,Spanish
23276,1457344566,American Sign Language
23278,1457344566,Navajo
23279,1457344566, American Sign Language
23281,1457464612,Spanish
23283,1457529059,Spanish
23285,1457550170,Spanish
23289,1094205,Spanish
23290,1457715062,Spanish
23292,1094181,Spanish
23296,1457873747,Spanish
23299,1467548545,Arabic
23300,1467548545, Chinese
23301,1467548545, Spanish
23303,1467555334,Russian
23304,1467555334, Spanish
23306,1467650374,Spanish
23308,1467657379,Spanish
23311,1467772244,Spanish
23313,1094199,Spanish
23315,1477035905,Spanish
23317,1477524643,Spanish
23319,1477552776,Spanish
23321,1477556314,Spanish
23324,1477589604,Persian
23325,1477589604, Spanish
23327,1477589604,Arabic
23328,1477589604, Persian
23329,1477589604,Spanish
23330,1477781813,German
23331,1477781813, Italian
23332,1477781813, Korean
23333,1477781813, Russian
23336,1477978872,Spanish
23338,1477987279,Spanish
23340,1487049219,Spanish
23342,1094012,Spanish
23344,1487174751,Portuguese
23345,1487174751, Spanish
23346,1487174751, Vietnamese
23348,1487174751,Cambodian
23349,1487174751, Portuguese
23350,1487174751, Russian
23352,1094247,Spanish
23354,1487851473,Spanish
23356,1487935839,Korean
23357,1487935839, Spanish
23359,1487953469,Spanish
23361,1487968459,Chinese
23362,1487968459, Hindi
23363,1487968459, Spanish
23364,1487968459, Vietnamese
23365,1497838619,Spanish
23366,1497949168,Spanish
23367,1508006867,Spanish
23368,1508173121,Spanish
23369,1508428434,Spanish
23370,1094211,Spanish
23371,1508837410,Spanish
23372,1518281229,Spanish
23375,1467449736,Spanish
23377,1467457333,Navajo
23378,1467548545,Spanish
23379,1467575381,Burmese
23381,1467582577,Spanish
23385,1467611517,Spanish
23387,1467628537,Spanish
23391,1467671875,Spanish
23395,1094268,Spanish
23398,1467810366,Spanish
23399,1467810366,Persian
23400,1467810366, Spanish
23401,1467810366,Arabic
23402,1467810366, Persian
23404,1467837781,Spanish
23406,1467869081,Spanish
23408,1094119,Spanish
23410,1094094,Spanish
23413,1477074623,Spanish
23418,1477605947,Spanish
23425,1477859924,Romanian
23429,1094170,Spanish
23432,1487029112,Arabic
23433,1487029112, Chinese
23437,1487094728,Spanish
23438,1487174751,Russian
23439,1487174751,Spanish
23440,1487175402,Spanish
23445,1487652582,Spanish
23448,1487702049,Spanish
23450,1487710174,Spanish
23457,1023120813,Gujarati
23458,1023120813, Spanish
23459,1023120813,Spanish
23460,1023120813, Vietnamese
23465,1023372133,Spanish
23467,1094111,Spanish
23470,1094056,Spanish
23475,1023582202,Hindi
23476,1023582202, Russian
23477,1023582202, Spanish
23480,1033117239,Spanish
23487,1033318563,Philippine
23491,1033352281,Spanish
23492,1094113,Spanish
23495,1033525704,Spanish
23499,1094146,Spanish
23501,1043288947,Spanish
23505,1043334949,Spanish
23506,1043334949,Italian
23507,1043334949, Spanish
23508,1043334949, Vietnamese
23510,1043411994,Spanish
23516,1043624224,Spanish
23518,1043649361,Hindi
23520,1043661945,German
23521,1043661945, Spanish
23522,1043661945, Thai
23524,1043716988,Korean
23526,1094013,Russian
23528,1053312363,Spanish
23534,1094021,Spanish
23536,1053674093,Hindi
23538,1094198,Spanish
23539,1053744136,Spanish
23540,1053744136, Tagalog
23542,1094150,Spanish
23545,1053865758,Spanish
23548,1063517266,Hindi
23549,1063517266, Spanish
23550,1063517266,Spanish
23552,1427282029,Spanish
23554,1427316215,Spanish
23556,1094047,Spanish
23557,1427370154,Spanish
23561,1427401363,Navajo
23562,1427401363, American Sign Language
23567,1437132016,Spanish
23571,1437258746,Spanish
23573,1437259504,Spanish
23577,1437373495,Spanish
23580,1094185,Spanish
23582,1437464310,Spanish
23584,1437605631,Spanish
23589,1437671302,Spanish
23590,1437671302,Persian
23591,1437671302, Spanish
23592,1437671302,French
23593,1437671302, Vietnamese
23594,1437671302,Arabic
23595,1437671302, Persian
23597,1094189,Spanish
23602,1447468426,Spanish
23604,1447493309,Spanish
23605,1447547328,Spanish
23611,1447619895,Spanish
23614,1447752993,Spanish
23617,1447796487,Hindi
23620,1457448391,Spanish
23621,1457481996,Spanish
23626,1457545048,Spanish
23628,1457587297,Russian
23629,1457587297, Spanish
23631,1457616278,Spanish
23633,1457656159,Spanish
23637,1094176,Spanish
23640,1457806838,Persian
23641,1457806838, Spanish
23642,1457806838,Arabic
23643,1457806838, Persian
23644,1457806838,Spanish
23650,1639657265,Spanish
23651,1639693195,Arabic
23657,1649432063,Spanish
23660,1649610130,Portuguese
23661,1649610130, Spanish
23662,1649610130, Vietnamese
23665,1649704636,Spanish
23666,1094163,Spanish
23670,1659307841,Spanish
23673,1659391522,Spanish
23677,1659493740,Spanish
23679,1659493757,Spanish
23682,1659513380,Polish
23683,1659513380, Spanish
23685,1659564284,Polish
23686,1659564284, Spanish
23687,1659564284,Spanish
23689,1659770840,Spanish
23695,1659868834,Navajo
23697,1659879302,Spanish
23698,1659879302,Polish
23699,1659879302, Spanish
23701,1669443693,Spanish
23708,1669566345,Spanish
23710,1669582631,Spanish
23712,1669588513,Spanish
23714,1669692166,Spanish
23720,1942208178,Spanish
23722,1942305842,German
23723,1942305842, Hebrew
23724,1942305842, Russian
23725,1942305842, Spanish
23729,1942378856,Russian
23730,1942378856, Spanish
23732,1942396643,Navajo
23733,1942396643, Spanish
23735,1942433388,Spanish
23739,1942514971,Spanish
23741,1942565197,Hindi
23742,1942565197, Russian
23743,1942565197, Spanish
23745,1942588397,Spanish
23747,1942629175,Spanish
23754,1952467912,Spanish
23756,1952474132,Korean
23757,1952474132, Spanish
23758,1952474132, Tagalog
23759,1952562514,Spanish
23762,1952593857,Spanish
23764,1952594988,Spanish
23766,1952595605,Navajo
23768,1094132,Spanish
23770,1952774374,Spanish
23773,1952847840,Spanish
23779,1962618421,Hindi
23780,1962618421, Spanish
23781,1094260,Spanish
23783,1962678276,Hindi
23784,1962678276, Russian
23785,1962678276, Spanish
23786,1962723387,Spanish
23789,1962764068,Hindi
23790,1962764068, Russian
23791,1962764068, Spanish
23796,1962853564,Navajo
23800,1962895508,Spanish
23801,1174533285,Spanish
23802,1174901367,American Sign Language
23803,1174982151, Lao
23804,1174982151, Thai
23805,1184088296,Spanish
23806,1184119604,Spanish
23807,1184849192,Hindi
23808,1184849192, Korean
23809,1184849192, Spanish
23810,1184910994,Hebrew
23811,1184910994, Spanish
23812,1184910994,Spanish
23814,1194803577,Spanish
23815,1194803577, Tagalog
23816,1194806091,Spanish
23817,1194988113,French
23818,1194988113, Spanish
23820,1205946936,Russian
23821,1205946936,Spanish
23822,1205946936, Vietnamese
23823,1215009220,Spanish
23825,1215048806,Spanish
23826,1215166103,Persian
23827,1215166103, Spanish
23828,1215166103,Arabic
23829,1215166103, Persian
23830,1215291885,American Sign Language
23831,1215291885, Spanish
23832,1215318969,Spanish
23833,1215429642,American Sign Language
23834,1215429642, Spanish
23835,1215483854,Spanish
23836,1225013451,Spanish
23837,1225104862,Italian
23838,1225104862, Swedish
23839,1225156201,Russian
23840,1225217714,Korean
23841,1225217714, Spanish
23842,1225301054,Persian
23843,1225301054, Spanish
23844,1225301054,Arabic
23845,1225301054, Persian
23846,1225442221,Spanish
23848,1235446642,American Sign Language
23849,1235446642, Spanish
23850,1235579269,Spanish
23851,1235623596,Portuguese
23852,1235623596, Spanish
23853,1245406511,Spanish
23854,1094082,Spanish
23855,1245467125,Arabic
23856,1245467125, German
23857,1245467125, Portuguese
23858,1245467125, Spanish
23859,1255305116,Spanish
23860,1255333720,Spanish
23861,1255422853,Russian
23862,1255474847,Spanish
23863,1255673059, Ukrainian
23864,1255673174,Arabic
23865,1094034,Spanish
23866,1255730701,American Sign Language
23867,1255853636,Spanish
23868,1265606297,American Sign Language
23869,1265606297,Navajo
23870,1265606297, American Sign Language
23871,1265641831,Spanish
23872,1094239,Spanish
23873,1265796007,Spanish
23874,1094225,Spanish
23879,1659800258,Spanish
23880,1659824944,Spanish
23881,1669539268,Japanese
23882,1669539268, Korean
23883,1669539268, Spanish
23884,1669539268, Ukrainian
23885,1669558607,Russian
23886,1669558607, Spanish
23887,1669890125,Spanish
23889,1669895611,Spanish
23891,1669895611,Persian
23892,1669895611, Spanish
23893,1669895611,Arabic
23894,1669895611, Persian
23896,1679539514,Arabic
23897,1679539514, Spanish
23899,1679558829,Spanish
23901,1679733885,Spanish
23905,1679795322,Korean
23906,1679795322, Spanish
23908,1094017,Spanish
23910,1679959639,Spanish
23912,1094128,Akan
23913,1094128, Latin
23914,1094128, Spanish
23917,1689082810,Spanish
23921,1689751802,Spanish
23926,1689961765,Arabic
23927,1689961765, Chinese
23929,1699012203,Spanish
23931,1699039644,Spanish
23933,1699061473,Spanish
23936,1699078162,Spanish
23937,1699115204,Korean
23938,1699115204, Spanish
